"session_code","participant_code","participant_label","participant_time_started_utc","touch_capability","device_type","condition","tweet","displayed_sequence","seconds_in_viewport","scroll_sequence","liked","reply","hasReply"
"4512qptb","06dd0k24","5a188836087f2e0001eaf744","2024-05-09 21:20:39",0,"Tablet","unsafe",26,6,12.363,"7",FALSE,"",FALSE
"4512qptb","06dd0k24","5a188836087f2e0001eaf744","2024-05-09 21:20:39",0,"Tablet","unsafe",27,7,93.38,"9",FALSE,"",FALSE
"4512qptb","06dd0k24","5a188836087f2e0001eaf744","2024-05-09 21:20:39",0,"Tablet","unsafe",28,8,11.596,"8,10,11",FALSE,"",FALSE
"4512qptb","06dd0k24","5a188836087f2e0001eaf744","2024-05-09 21:20:39",0,"Tablet","unsafe",29,9,10.924,"12",FALSE,"",FALSE
"4512qptb","06dd0k24","5a188836087f2e0001eaf744","2024-05-09 21:20:39",0,"Tablet","unsafe",30,10,1.102,"13",FALSE,"",FALSE
"4512qptb","06dd0k24","5a188836087f2e0001eaf744","2024-05-09 21:20:39",0,"Tablet","unsafe",31,11,0.667,"14",FALSE,"",FALSE
"4512qptb","06dd0k24","5a188836087f2e0001eaf744","2024-05-09 21:20:39",0,"Tablet","unsafe",32,12,0.433,"15",FALSE,"",FALSE
"4512qptb","06dd0k24","5a188836087f2e0001eaf744","2024-05-09 21:20:39",0,"Tablet","unsafe",33,13,1.117,"16",FALSE,"",FALSE
"4512qptb","06dd0k24","5a188836087f2e0001eaf744","2024-05-09 21:20:39",0,"Tablet","unsafe",34,14,8.343,"17",FALSE,"",FALSE
"4512qptb","06dd0k24","5a188836087f2e0001eaf744","2024-05-09 21:20:39",0,"Tablet","unsafe",35,15,0.167,"18",FALSE,"",FALSE
"4512qptb","06dd0k24","5a188836087f2e0001eaf744","2024-05-09 21:20:39",0,"Tablet","unsafe",36,16,0.184,"19",FALSE,"",FALSE
"4512qptb","06dd0k24","5a188836087f2e0001eaf744","2024-05-09 21:20:39",0,"Tablet","unsafe",37,17,0.215,"20",FALSE,"",FALSE
"4512qptb","06dd0k24","5a188836087f2e0001eaf744","2024-05-09 21:20:39",0,"Tablet","unsafe",38,18,0.249,"21",FALSE,"",FALSE
"4512qptb","06dd0k24","5a188836087f2e0001eaf744","2024-05-09 21:20:39",0,"Tablet","unsafe",39,19,NA,NA,FALSE,"",FALSE
"4512qptb","06dd0k24","5a188836087f2e0001eaf744","2024-05-09 21:20:39",0,"Tablet","unsafe",40,20,NA,NA,FALSE,"",FALSE
"4512qptb","0i8baafd","58472149000f1000010ebc53","2024-05-09 21:31:06",0,"Desktop","unsafe",21,1,22.982,"2,5",FALSE,"",FALSE
"4512qptb","0i8baafd","58472149000f1000010ebc53","2024-05-09 21:31:06",0,"Desktop","unsafe",22,2,55.818,"1,4,6",FALSE,"",FALSE
"4512qptb","0i8baafd","58472149000f1000010ebc53","2024-05-09 21:31:06",0,"Desktop","unsafe",23,3,59.764,"3,7,10",FALSE,"",FALSE
"4512qptb","0i8baafd","58472149000f1000010ebc53","2024-05-09 21:31:06",0,"Desktop","unsafe",24,4,9.429,"8,11",FALSE,"",FALSE
"4512qptb","0i8baafd","58472149000f1000010ebc53","2024-05-09 21:31:06",0,"Desktop","unsafe",25,5,6.898,"9,12",FALSE,"",FALSE
"4512qptb","0i8baafd","58472149000f1000010ebc53","2024-05-09 21:31:06",0,"Desktop","unsafe",26,6,27.026,"13",TRUE,"",FALSE
"4512qptb","0i8baafd","58472149000f1000010ebc53","2024-05-09 21:31:06",0,"Desktop","unsafe",27,7,31.206,"14",FALSE,"",FALSE
"4512qptb","0i8baafd","58472149000f1000010ebc53","2024-05-09 21:31:06",0,"Desktop","unsafe",28,8,31.044,"15",FALSE,"",FALSE
"4512qptb","0i8baafd","58472149000f1000010ebc53","2024-05-09 21:31:06",0,"Desktop","unsafe",29,9,10.128,"16",FALSE,"",FALSE
"4512qptb","0i8baafd","58472149000f1000010ebc53","2024-05-09 21:31:06",0,"Desktop","unsafe",30,10,45.578,"17",TRUE,"",FALSE
"4512qptb","0i8baafd","58472149000f1000010ebc53","2024-05-09 21:31:06",0,"Desktop","unsafe",31,11,28.601,"19",TRUE,"",FALSE
"4512qptb","0i8baafd","58472149000f1000010ebc53","2024-05-09 21:31:06",0,"Desktop","unsafe",32,12,21.659,"18,20",FALSE,"",FALSE
"4512qptb","0i8baafd","58472149000f1000010ebc53","2024-05-09 21:31:06",0,"Desktop","unsafe",33,13,16.108,"21",TRUE,"",FALSE
"4512qptb","0i8baafd","58472149000f1000010ebc53","2024-05-09 21:31:06",0,"Desktop","unsafe",34,14,8.893,"22,25",FALSE,"",FALSE
"4512qptb","0i8baafd","58472149000f1000010ebc53","2024-05-09 21:31:06",0,"Desktop","unsafe",35,15,10.28,"24,26",FALSE,"",FALSE
"4512qptb","0i8baafd","58472149000f1000010ebc53","2024-05-09 21:31:06",0,"Desktop","unsafe",36,16,21.518,"23,27,28",FALSE,"",FALSE
"4512qptb","0i8baafd","58472149000f1000010ebc53","2024-05-09 21:31:06",0,"Desktop","unsafe",37,17,17.444,"29",FALSE,"",FALSE
"4512qptb","0i8baafd","58472149000f1000010ebc53","2024-05-09 21:31:06",0,"Desktop","unsafe",38,18,24.013,"30",TRUE,"",FALSE
"4512qptb","0i8baafd","58472149000f1000010ebc53","2024-05-09 21:31:06",0,"Desktop","unsafe",39,19,NA,NA,FALSE,"",FALSE
"4512qptb","0i8baafd","58472149000f1000010ebc53","2024-05-09 21:31:06",0,"Desktop","unsafe",40,20,13.298,"31",FALSE,"",FALSE
"4512qptb","0kialkeo","5de7f88b762dc2775b2265b8","2024-05-09 21:44:08",0,"Desktop","unsafe",21,1,261.397,"2",FALSE,"",FALSE
"4512qptb","0kialkeo","5de7f88b762dc2775b2265b8","2024-05-09 21:44:08",0,"Desktop","unsafe",22,2,267.579,"3",FALSE,"",FALSE
"4512qptb","0kialkeo","5de7f88b762dc2775b2265b8","2024-05-09 21:44:08",0,"Desktop","unsafe",23,3,11.286,"1,4",FALSE,"",FALSE
"4512qptb","0kialkeo","5de7f88b762dc2775b2265b8","2024-05-09 21:44:08",0,"Desktop","unsafe",24,4,4.948,"5",FALSE,"",FALSE
"4512qptb","0kialkeo","5de7f88b762dc2775b2265b8","2024-05-09 21:44:08",0,"Desktop","unsafe",25,5,5.583,"6",FALSE,"",FALSE
"4512qptb","0kialkeo","5de7f88b762dc2775b2265b8","2024-05-09 21:44:08",0,"Desktop","unsafe",26,6,15.169,"7,8",FALSE,"",FALSE
"4512qptb","0kialkeo","5de7f88b762dc2775b2265b8","2024-05-09 21:44:08",0,"Desktop","unsafe",27,7,10.417,"9",FALSE,"",FALSE
"4512qptb","0kialkeo","5de7f88b762dc2775b2265b8","2024-05-09 21:44:08",0,"Desktop","unsafe",28,8,8.397,"10",FALSE,"",FALSE
"4512qptb","0kialkeo","5de7f88b762dc2775b2265b8","2024-05-09 21:44:08",0,"Desktop","unsafe",29,9,12.683,"11",FALSE,"",FALSE
"4512qptb","0kialkeo","5de7f88b762dc2775b2265b8","2024-05-09 21:44:08",0,"Desktop","unsafe",30,10,15.746,"12,14",FALSE,"",FALSE
"4512qptb","0kialkeo","5de7f88b762dc2775b2265b8","2024-05-09 21:44:08",0,"Desktop","unsafe",31,11,38.431,"13,15",FALSE,"",FALSE
"4512qptb","0kialkeo","5de7f88b762dc2775b2265b8","2024-05-09 21:44:08",0,"Desktop","unsafe",32,12,0.95,"16",FALSE,"",FALSE
"4512qptb","0kialkeo","5de7f88b762dc2775b2265b8","2024-05-09 21:44:08",0,"Desktop","unsafe",33,13,10.784,"18",FALSE,"",FALSE
"4512qptb","0kialkeo","5de7f88b762dc2775b2265b8","2024-05-09 21:44:08",0,"Desktop","unsafe",34,14,3.965,"17,19",FALSE,"",FALSE
"4512qptb","0kialkeo","5de7f88b762dc2775b2265b8","2024-05-09 21:44:08",0,"Desktop","unsafe",35,15,4.135,"20",FALSE,"",FALSE
"4512qptb","0kialkeo","5de7f88b762dc2775b2265b8","2024-05-09 21:44:08",0,"Desktop","unsafe",36,16,13,"21",FALSE,"",FALSE
"4512qptb","0kialkeo","5de7f88b762dc2775b2265b8","2024-05-09 21:44:08",0,"Desktop","unsafe",37,17,10.118,"22",FALSE,"",FALSE
"4512qptb","0kialkeo","5de7f88b762dc2775b2265b8","2024-05-09 21:44:08",0,"Desktop","unsafe",38,18,18.639,"23",TRUE,"",FALSE
"4512qptb","0kialkeo","5de7f88b762dc2775b2265b8","2024-05-09 21:44:08",0,"Desktop","unsafe",39,19,NA,NA,FALSE,"",FALSE
"4512qptb","0kialkeo","5de7f88b762dc2775b2265b8","2024-05-09 21:44:08",0,"Desktop","unsafe",40,20,NA,NA,FALSE,"",FALSE
"4512qptb","0tg0kreu","5f6b87eaa0ac5f097fc2f902","2024-05-09 21:45:09",1,"Desktop","safe",1,1,30.952,"1,44",TRUE,"",FALSE
"4512qptb","0tg0kreu","5f6b87eaa0ac5f097fc2f902","2024-05-09 21:45:09",1,"Desktop","safe",2,2,9.41,"4,43,45",FALSE,"",FALSE
"4512qptb","0tg0kreu","5f6b87eaa0ac5f097fc2f902","2024-05-09 21:45:09",1,"Desktop","safe",3,3,8.307,"2,3,5,42,46",TRUE,"",FALSE
"4512qptb","0tg0kreu","5f6b87eaa0ac5f097fc2f902","2024-05-09 21:45:09",1,"Desktop","safe",4,4,114.197,"7,8,41,47",FALSE,"",FALSE
"4512qptb","0tg0kreu","5f6b87eaa0ac5f097fc2f902","2024-05-09 21:45:09",1,"Desktop","safe",5,5,116.997,"9,40,48",FALSE,"",FALSE
"4512qptb","0tg0kreu","5f6b87eaa0ac5f097fc2f902","2024-05-09 21:45:09",1,"Desktop","safe",6,6,116.628,"6,10,39,49",FALSE,"",FALSE
"4512qptb","0tg0kreu","5f6b87eaa0ac5f097fc2f902","2024-05-09 21:45:09",1,"Desktop","safe",7,7,11.307,"11,38,50",FALSE,"",FALSE
"4512qptb","0tg0kreu","5f6b87eaa0ac5f097fc2f902","2024-05-09 21:45:09",1,"Desktop","safe",8,8,20.728,"12,37,51",TRUE,"",FALSE
"4512qptb","0tg0kreu","5f6b87eaa0ac5f097fc2f902","2024-05-09 21:45:09",1,"Desktop","safe",9,9,18.064,"13,36,52",FALSE,"",FALSE
"4512qptb","0tg0kreu","5f6b87eaa0ac5f097fc2f902","2024-05-09 21:45:09",1,"Desktop","safe",10,10,10.809,"14,35,53",TRUE,"",FALSE
"4512qptb","0tg0kreu","5f6b87eaa0ac5f097fc2f902","2024-05-09 21:45:09",1,"Desktop","safe",11,11,15.878,"15,34,54",FALSE,"",FALSE
"4512qptb","0tg0kreu","5f6b87eaa0ac5f097fc2f902","2024-05-09 21:45:09",1,"Desktop","safe",12,12,25.419,"16,33,55",FALSE,"",FALSE
"4512qptb","0tg0kreu","5f6b87eaa0ac5f097fc2f902","2024-05-09 21:45:09",1,"Desktop","safe",13,13,21.666,"17,32,56",FALSE,"",FALSE
"4512qptb","0tg0kreu","5f6b87eaa0ac5f097fc2f902","2024-05-09 21:45:09",1,"Desktop","safe",14,14,20.346,"18,31,57",FALSE,"",FALSE
"4512qptb","0tg0kreu","5f6b87eaa0ac5f097fc2f902","2024-05-09 21:45:09",1,"Desktop","safe",15,15,9.272,"19,30,58",TRUE,"",FALSE
"4512qptb","0tg0kreu","5f6b87eaa0ac5f097fc2f902","2024-05-09 21:45:09",1,"Desktop","safe",16,16,8.655,"20,29,59",FALSE,"",FALSE
"4512qptb","0tg0kreu","5f6b87eaa0ac5f097fc2f902","2024-05-09 21:45:09",1,"Desktop","safe",17,17,13.272,"21,28,60",TRUE,"",FALSE
"4512qptb","0tg0kreu","5f6b87eaa0ac5f097fc2f902","2024-05-09 21:45:09",1,"Desktop","safe",18,18,16.395,"22,27,61",FALSE,"",FALSE
"4512qptb","0tg0kreu","5f6b87eaa0ac5f097fc2f902","2024-05-09 21:45:09",1,"Desktop","safe",19,19,23.367,"23,26,62",FALSE,"",FALSE
"4512qptb","0tg0kreu","5f6b87eaa0ac5f097fc2f902","2024-05-09 21:45:09",1,"Desktop","safe",20,20,14.744,"24,25",TRUE,"",FALSE
"4512qptb","0zg4ov1f","64dc07371fe566ee46739a8e","2024-05-09 21:34:26",1,"Mobile","safe",1,1,28.717,"1",FALSE,"",FALSE
"4512qptb","0zg4ov1f","64dc07371fe566ee46739a8e","2024-05-09 21:34:26",1,"Mobile","safe",2,2,1.134,"2",FALSE,"",FALSE
"4512qptb","0zg4ov1f","64dc07371fe566ee46739a8e","2024-05-09 21:34:26",1,"Mobile","safe",3,3,1.849,"3",FALSE,"",FALSE
"4512qptb","0zg4ov1f","64dc07371fe566ee46739a8e","2024-05-09 21:34:26",1,"Mobile","safe",4,4,6.546,"4",FALSE,"",FALSE
"4512qptb","0zg4ov1f","64dc07371fe566ee46739a8e","2024-05-09 21:34:26",1,"Mobile","safe",5,5,9.058,"5",FALSE,"",FALSE
"4512qptb","0zg4ov1f","64dc07371fe566ee46739a8e","2024-05-09 21:34:26",1,"Mobile","safe",6,6,14.491,"6",TRUE,"",FALSE
"4512qptb","0zg4ov1f","64dc07371fe566ee46739a8e","2024-05-09 21:34:26",1,"Mobile","safe",7,7,2.431,"7",FALSE,"",FALSE
"4512qptb","0zg4ov1f","64dc07371fe566ee46739a8e","2024-05-09 21:34:26",1,"Mobile","safe",8,8,3.514,"8",FALSE,"",FALSE
"4512qptb","0zg4ov1f","64dc07371fe566ee46739a8e","2024-05-09 21:34:26",1,"Mobile","safe",9,9,4.731,"9",FALSE,"",FALSE
"4512qptb","0zg4ov1f","64dc07371fe566ee46739a8e","2024-05-09 21:34:26",1,"Mobile","safe",10,10,4.312,"10",TRUE,"",FALSE
"4512qptb","0zg4ov1f","64dc07371fe566ee46739a8e","2024-05-09 21:34:26",1,"Mobile","safe",11,11,9.344,"11",FALSE,"",FALSE
"4512qptb","0zg4ov1f","64dc07371fe566ee46739a8e","2024-05-09 21:34:26",1,"Mobile","safe",12,12,12.008,"12",FALSE,"",FALSE
"4512qptb","0zg4ov1f","64dc07371fe566ee46739a8e","2024-05-09 21:34:26",1,"Mobile","safe",13,13,11.792,"13",FALSE,"",FALSE
"4512qptb","0zg4ov1f","64dc07371fe566ee46739a8e","2024-05-09 21:34:26",1,"Mobile","safe",14,14,7.163,"14",FALSE,"",FALSE
"4512qptb","0zg4ov1f","64dc07371fe566ee46739a8e","2024-05-09 21:34:26",1,"Mobile","safe",15,15,7.578,"15",TRUE,"",FALSE
"4512qptb","0zg4ov1f","64dc07371fe566ee46739a8e","2024-05-09 21:34:26",1,"Mobile","safe",16,16,6.648,"16,17",FALSE,"",FALSE
"4512qptb","0zg4ov1f","64dc07371fe566ee46739a8e","2024-05-09 21:34:26",1,"Mobile","safe",17,17,6.245,"18",TRUE,"",FALSE
"4512qptb","0zg4ov1f","64dc07371fe566ee46739a8e","2024-05-09 21:34:26",1,"Mobile","safe",18,18,1.449,"19",FALSE,"",FALSE
"4512qptb","0zg4ov1f","64dc07371fe566ee46739a8e","2024-05-09 21:34:26",1,"Mobile","safe",19,19,2.232,"20",FALSE,"",FALSE
"4512qptb","0zg4ov1f","64dc07371fe566ee46739a8e","2024-05-09 21:34:26",1,"Mobile","safe",20,20,NA,NA,FALSE,"",FALSE
"4512qptb","14i3m9yt","6443e32d9b92b88d2fd504f1","2024-05-09 21:54:52",0,"Desktop","unsafe",21,1,32.7,"1,11",FALSE,"",FALSE
"4512qptb","14i3m9yt","6443e32d9b92b88d2fd504f1","2024-05-09 21:54:52",0,"Desktop","unsafe",22,2,22.298,"2,10,12",FALSE,"",FALSE
"4512qptb","14i3m9yt","6443e32d9b92b88d2fd504f1","2024-05-09 21:54:52",0,"Desktop","unsafe",23,3,7.221,"3,9,13",FALSE,"",FALSE
"4512qptb","14i3m9yt","6443e32d9b92b88d2fd504f1","2024-05-09 21:54:52",0,"Desktop","unsafe",24,4,12.01,"4,8,14",FALSE,"",FALSE
"4512qptb","14i3m9yt","6443e32d9b92b88d2fd504f1","2024-05-09 21:54:52",0,"Desktop","unsafe",25,5,8.91,"5,7,15",FALSE,"",FALSE
"4512qptb","14i3m9yt","6443e32d9b92b88d2fd504f1","2024-05-09 21:54:52",0,"Desktop","unsafe",26,6,10.969,"6,16",FALSE,"",FALSE
"4512qptb","14i3m9yt","6443e32d9b92b88d2fd504f1","2024-05-09 21:54:52",0,"Desktop","unsafe",27,7,3.877,"17",FALSE,"",FALSE
"4512qptb","14i3m9yt","6443e32d9b92b88d2fd504f1","2024-05-09 21:54:52",0,"Desktop","unsafe",28,8,6.36,"18",FALSE,"",FALSE
"4512qptb","14i3m9yt","6443e32d9b92b88d2fd504f1","2024-05-09 21:54:52",0,"Desktop","unsafe",29,9,4.496,"19",FALSE,"",FALSE
"4512qptb","14i3m9yt","6443e32d9b92b88d2fd504f1","2024-05-09 21:54:52",0,"Desktop","unsafe",30,10,4.727,"20",FALSE,"",FALSE
"4512qptb","14i3m9yt","6443e32d9b92b88d2fd504f1","2024-05-09 21:54:52",0,"Desktop","unsafe",31,11,5.061,"21",FALSE,"",FALSE
"4512qptb","14i3m9yt","6443e32d9b92b88d2fd504f1","2024-05-09 21:54:52",0,"Desktop","unsafe",32,12,5.298,"22",FALSE,"",FALSE
"4512qptb","14i3m9yt","6443e32d9b92b88d2fd504f1","2024-05-09 21:54:52",0,"Desktop","unsafe",33,13,3.216,"23",FALSE,"",FALSE
"4512qptb","14i3m9yt","6443e32d9b92b88d2fd504f1","2024-05-09 21:54:52",0,"Desktop","unsafe",34,14,6.324,"24,25",FALSE,"",FALSE
"4512qptb","14i3m9yt","6443e32d9b92b88d2fd504f1","2024-05-09 21:54:52",0,"Desktop","unsafe",35,15,8.724,"26",FALSE,"",FALSE
"4512qptb","14i3m9yt","6443e32d9b92b88d2fd504f1","2024-05-09 21:54:52",0,"Desktop","unsafe",36,16,16.084,"27,29",FALSE,"",FALSE
"4512qptb","14i3m9yt","6443e32d9b92b88d2fd504f1","2024-05-09 21:54:52",0,"Desktop","unsafe",37,17,5.428,"28,30",FALSE,"",FALSE
"4512qptb","14i3m9yt","6443e32d9b92b88d2fd504f1","2024-05-09 21:54:52",0,"Desktop","unsafe",38,18,5.059,"31",FALSE,"",FALSE
"4512qptb","14i3m9yt","6443e32d9b92b88d2fd504f1","2024-05-09 21:54:52",0,"Desktop","unsafe",39,19,21.476,"32,34,35",FALSE,"",FALSE
"4512qptb","14i3m9yt","6443e32d9b92b88d2fd504f1","2024-05-09 21:54:52",0,"Desktop","unsafe",40,20,0.515,"33",FALSE,"",FALSE
"4512qptb","1c0cbg0m","645fd4de4a40a80d6cbe70f2","2024-05-09 21:44:56",1,"Mobile","safe",1,1,9.93,"1",FALSE,"",FALSE
"4512qptb","1c0cbg0m","645fd4de4a40a80d6cbe70f2","2024-05-09 21:44:56",1,"Mobile","safe",2,2,NA,NA,FALSE,"",FALSE
"4512qptb","1c0cbg0m","645fd4de4a40a80d6cbe70f2","2024-05-09 21:44:56",1,"Mobile","safe",3,3,NA,NA,FALSE,"",FALSE
"4512qptb","1c0cbg0m","645fd4de4a40a80d6cbe70f2","2024-05-09 21:44:56",1,"Mobile","safe",4,4,5.454,"2",FALSE,"",FALSE
"4512qptb","1c0cbg0m","645fd4de4a40a80d6cbe70f2","2024-05-09 21:44:56",1,"Mobile","safe",5,5,2.005,"3",FALSE,"",FALSE
"4512qptb","1c0cbg0m","645fd4de4a40a80d6cbe70f2","2024-05-09 21:44:56",1,"Mobile","safe",6,6,7.606,"4",FALSE,"",FALSE
"4512qptb","1c0cbg0m","645fd4de4a40a80d6cbe70f2","2024-05-09 21:44:56",1,"Mobile","safe",7,7,NA,NA,FALSE,"",FALSE
"4512qptb","1c0cbg0m","645fd4de4a40a80d6cbe70f2","2024-05-09 21:44:56",1,"Mobile","safe",8,8,1.68,"5,6",FALSE,"",FALSE
"4512qptb","1c0cbg0m","645fd4de4a40a80d6cbe70f2","2024-05-09 21:44:56",1,"Mobile","safe",9,9,5.397,"7",FALSE,"",FALSE
"4512qptb","1c0cbg0m","645fd4de4a40a80d6cbe70f2","2024-05-09 21:44:56",1,"Mobile","safe",10,10,NA,NA,FALSE,"",FALSE
"4512qptb","1c0cbg0m","645fd4de4a40a80d6cbe70f2","2024-05-09 21:44:56",1,"Mobile","safe",11,11,NA,NA,FALSE,"",FALSE
