StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Prolific_ID,age,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,uncued_recall,cued_recall,otf,issues,issues_2_TEXT,PROLIFIC_PID,useragent,city,state,postalcode
2024-10-11 23:02:43,2024-10-11 23:03:34,IP Address,24.252.122.197,100,50,True,2024-10-11 23:03:34,R_5NEtRhrpiNBeqOg,,,,,29.9481,-90.207,anonymous,EN,5cc33788666a7c0017b159df,24,Male,,Asian,,n/a,I do not recall any sponsored posts,I really liked the social media feed I browsed because I've always wanted to visit yosemite and I'm not really a nature person but I've been trying to get into it. It's so interesting to me.,No,,5cc33788666a7c0017b159df,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",New Orleans,LA,70123
2024-10-11 23:03:05,2024-10-11 23:03:39,IP Address,108.5.45.32,100,33,True,2024-10-11 23:03:40,R_6nf7l92Ckcoz43L,,,,,40.7641,-74.1654,anonymous,EN,665f812e4bf9990e80bafb62,27,Male,,White or Caucasian,,n/a,I do not recall any sponsored posts,It was kind of boring since it was all about nature,No,,665f812e4bf9990e80bafb62,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",Newark,NJ,07104
2024-10-11 23:02:00,2024-10-11 23:03:43,IP Address,198.210.69.203,100,103,True,2024-10-11 23:03:44,R_3EFcRd1ehgKgUed,,,,,38.8789,-99.3392,anonymous,EN,5c489211c87698000193533a,32,Female,,White or Caucasian,,N/a,I do not recall any sponsored posts,"While I have never been to Yosemite, I appreciate there are people out there who give constructive feedback. I loved that the posts weren’t long and drawn out. ",Yes:,,5c489211c87698000193533a,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0.1 Mobile/15E148 Safari/604.1",Hays,KS,67601
2024-10-11 23:02:42,2024-10-11 23:03:46,IP Address,70.180.215.99,100,63,True,2024-10-11 23:03:46,R_3uwe93fuUNr7DiK,,,,,36.0409,-115.0829,anonymous,EN,5edb487096035b7c2ab90276,27,Male,,Asian,,n/a,I do not recall any sponsored posts,I liked how each post is accompanied with a picture.,No,,5edb487096035b7c2ab90276,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/129.0.6668.69 Mobile/15E148 Safari/604.1",Henderson,NV,89074
2024-10-11 23:02:38,2024-10-11 23:03:53,IP Address,70.121.211.153,100,74,True,2024-10-11 23:03:54,R_55SGDQPS0dmNOzk,,,,,29.5443,-98.5499,anonymous,EN,66d1e51c04b347349f6d30fe,29,Male,,White or Caucasian,,"n/a i tend to ignore ads ",I do not recall any sponsored posts,"love nature pictures like the ones presented, seems like yosimite is in trouble",No,,66d1e51c04b347349f6d30fe,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",San Antonio,TX,78230
2024-10-11 23:03:17,2024-10-11 23:04:13,IP Address,108.211.234.136,100,56,True,2024-10-11 23:04:14,R_5PYJ3n5mUzxTZ4C,,,,,38.22,-85.6942,anonymous,EN,663f5939a9a44e4c43315af6,20,Female,,White or Caucasian,,n/a,I do not recall any sponsored posts,"I liked that the feed was organized, clean, and simple to use. Familiar.",No,,663f5939a9a44e4c43315af6,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Louisville,KY,40205
2024-10-11 23:02:47,2024-10-11 23:04:16,IP Address,98.168.21.127,100,88,True,2024-10-11 23:04:17,R_1fJ44efyxBB1ig2,,,,,33.6194,-111.9556,anonymous,EN,6103a6a5b1d93e18d85a6f23,24,Female,,"White or Caucasian,Asian",,n/a,GoPro,"I liked that it was about yosemite, seeing that i have been there i thought it was interesting.",No,,6103a6a5b1d93e18d85a6f23,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Phoenix,AZ,85020
2024-10-11 23:01:34,2024-10-11 23:04:47,IP Address,166.205.190.40,100,192,True,2024-10-11 23:04:48,R_6QgYXqIbmZJGcfm,,,,,29.4213,-98.5313,anonymous,EN,663d6f6cf15368bab6c85c33,35,Female,,White or Caucasian,,n/a,I do not recall any sponsored posts,"All posts in the feed gave options regarding the changes to Yosimite in recent years. The posters felt the park was over crowded and commercialized and the littering as well as restrictions to free wandering took away from the experience. ",Yes:,The study looked professional and was well put together.,663d6f6cf15368bab6c85c33,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Mobile Safari/537.36",Austin,TX,78704
2024-10-11 23:04:03,2024-10-11 23:05:00,IP Address,172.56.118.165,100,57,True,2024-10-11 23:05:01,R_7rvD7vF84QY1bcx,,,,,41.8233,-71.441,anonymous,EN,668dfb154f987d9440085e63,31,Female,,White or Caucasian,,Na,I do not recall any sponsored posts,"I liked the picture with the map and the camera and the compass. It was a pretty picture ",Yes:,,668dfb154f987d9440085e63,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Mobile Safari/537.36",Providence,RI,02905
2024-10-11 23:02:37,2024-10-11 23:05:11,IP Address,172.56.233.129,100,153,True,2024-10-11 23:05:12,R_3xDUqvxzS1AeEIz,,,,,34.0251,-118.1556,anonymous,EN,5d547584d98e450001b3ea7e,32,Female,,Other,"Hispanic ",N/a,I do not recall any sponsored posts,"I really liked the pictures of Yosemite. I liked the picture from wanderlustgal, I would like to visit someday.

I read earlier that there would be memes. I thought that It would be a funny survey",No,,5d547584d98e450001b3ea7e,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/129.0.6668.69 Mobile/15E148 Safari/604.1",Los Angeles,CA,90022
2024-10-11 23:04:01,2024-10-11 23:05:22,IP Address,99.186.101.39,100,81,True,2024-10-11 23:05:23,R_1fJCTtSRVSsCHDi,,,,,38.0896,-85.8491,anonymous,EN,66b6db15c6d2de568db5b059,33,Male,,White or Caucasian,,Twitter,I do not recall any sponsored posts,I liked the social media feed it was informative which I was not aware of the Yosemite news.,No,,66b6db15c6d2de568db5b059,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1",Louisville,KY,40258
2024-10-11 23:04:29,2024-10-11 23:05:32,IP Address,68.195.26.32,100,63,True,2024-10-11 23:05:32,R_5hGdWGBbu8CIZm4,,,,,40.6763,-73.9492,anonymous,EN,5f2755111425fa5484311fc4,33,Female,,White or Caucasian,,National Parks,I do not recall any sponsored posts,"It was nice, it seemed to promote the National Parks. I suspect that the National Parks sponsored some of the Ads.",No,,5f2755111425fa5484311fc4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Brooklyn,NY,11216
2024-10-11 23:04:28,2024-10-11 23:05:45,IP Address,73.21.75.120,100,77,True,2024-10-11 23:05:45,R_3qmmfXgoP1XD70N,,,,,32.0563,-81.05,anonymous,EN,6708222bbc1442915700b2dd,32,Female,,White or Caucasian,,n/a,I do not recall any sponsored posts,"It seems like everyone had something to complain about in one of the most beautiful places in the United States. The photos were all of great quality,  but the captions were all negative.",No,,6708222bbc1442915700b2dd,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Savannah,GA,31404
2024-10-11 23:05:22,2024-10-11 23:06:43,IP Address,76.36.61.116,100,81,True,2024-10-11 23:06:44,R_574niwcYRdzciBP,,,,,35.1341,-80.9221,anonymous,EN,5bdd1d5e14b3cd00019d10df,35,Male,,White or Caucasian,,n/a,I do not recall any sponsored posts,"A lot of nature, cool pics but not really my thing. Looked like a light mode version of twitter interface.",No,,5bdd1d5e14b3cd00019d10df,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Charlotte,NC,28273
2024-10-11 23:05:30,2024-10-11 23:07:25,IP Address,76.27.79.197,100,114,True,2024-10-11 23:07:26,R_7rUDnFFw4oPBmpz,,,,,40.6981,-111.9999,anonymous,EN,615a2707c56f79267ff6c755,33,Female,,White or Caucasian,,"No brands, but Yosemite National Park",I do not recall any sponsored posts,"Don't recall ads, so I don't really have a anything to say.",Yes:,,615a2707c56f79267ff6c755,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",West Valley City,UT,84119
2024-10-11 23:06:12,2024-10-11 23:07:31,IP Address,98.227.11.168,100,78,True,2024-10-11 23:07:31,R_3LY7PBONfweoqXW,,,,,41.8486,-87.6288,anonymous,EN,62e075f79f3580d1da08eacc,28,Male,,Asian,,n/a,I do not recall any sponsored posts,It was all pictures related to Yosemite. The nature photos were nice to look at but nothing captured my interest.,No,,62e075f79f3580d1da08eacc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Chicago,IL,60616
2024-10-11 23:05:58,2024-10-11 23:07:38,IP Address,173.26.48.234,100,100,True,2024-10-11 23:07:38,R_7eVLLQHd31C6U1z,,,,,41.5757,-93.7364,anonymous,EN,600b2383c81ec407038e82ba,34,Male,,Asian,,n/a,I do not recall any sponsored posts,"I disliked all the complaining and I'm surprised I didn't notice any ads. ",No,,600b2383c81ec407038e82ba,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0,West Des Moines,IA,50265
2024-10-11 23:04:24,2024-10-11 23:07:39,IP Address,24.118.46.249,100,195,True,2024-10-11 23:07:40,R_7cPqKW2MZjcu1bP,,,,,44.8769,-93.2535,anonymous,EN,63bc9407d90df6c64d351469,28,Male,,White or Caucasian,,n/a,I do not recall any sponsored posts,"All the photos of nature and wildlife were very interesting to me
I recall a picture of a map/compass that looked really cheesy and annoying",No,,63bc9407d90df6c64d351469,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Minneapolis,MN,55423
2024-10-11 23:07:14,2024-10-11 23:07:57,IP Address,50.42.90.186,100,43,True,2024-10-11 23:07:58,R_7nAVzbuz1wr0UCd,,,,,36.2465,-83.5114,anonymous,EN,63d13cbf71e02c93947766f3,35,Male,,White or Caucasian,,n/a,I do not recall any sponsored posts,Seems like no one was particularly happy with Yosemite.,No,,63d13cbf71e02c93947766f3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Rutledge,TN,37861
2024-10-11 23:07:21,2024-10-11 23:08:01,IP Address,108.35.16.228,100,39,True,2024-10-11 23:08:02,R_7emJFOKLJmm0qdJ,,,,,40.7158,-74.359,anonymous,EN,6101f89f6c68866b1fcb47d0,28,Non-binary / third gender,,White or Caucasian,,N/A,I do not recall any sponsored posts,"It was interesting it was all very generic and about Yosemite but then on the side bar was Bitcoin ",No,,6101f89f6c68866b1fcb47d0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Summit,NJ,07901
2024-10-11 23:07:05,2024-10-11 23:08:15,IP Address,45.37.52.242,100,69,True,2024-10-11 23:08:15,R_3OvRCLAuyRq8Lyk,,,,,35.9825,-78.5376,anonymous,EN,609471590c51b81087087049,31,Male,,White or Caucasian,,n/a,I do not recall any sponsored posts,It was all negative post about a park,No,,609471590c51b81087087049,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Wake Forest,NC,27587
