participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.tweets,participant.finished,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.topics,session.config.show_cta,session.config.briefing,session.config.condition_col,session.config.search_term,session.config.full_name,session.config.dwell_threshold,session.config.participation_fee,session.config.survey_link,session.config.cta_text,session.config.study_name,session.config.delimiter,session.config.copy_text,session.config.eMail,session.config.real_world_currency_per_point,session.config.channel_type,session.config.sort_by,session.config.name,session.config.data_path,session.config.url_param,session.config.title,session.prolific_completion_url,session.completion_code,DICE.1.player.id_in_group,DICE.1.player.role,DICE.1.player.payoff,DICE.1.player.feed_condition,DICE.1.player.sequence,DICE.1.player.scroll_sequence,DICE.1.player.viewport_data,DICE.1.player.rowheight_data,DICE.1.player.likes_data,DICE.1.player.replies_data,DICE.1.player.promoted_post_clicks,DICE.1.player.touch_capability,DICE.1.player.device_type,DICE.1.player.screen_resolution,DICE.1.group.id_in_subsession,DICE.1.subsession.round_number,DICE.1.subsession.feed_conditions,DICE.1.subsession.FEED
1,0kq3phv2,60e3ba0917afa9b2df09f43e,0,4,5,DICE,D_Redirect,2024-10-11 20:44:43.865212,1,,,0.0,   doc_id            datetime  ... color_class sequence 2       2 2022-03-22 08:30:00  ...          p7      1.0 1       1 2022-03-22 06:00:00  ...          p7      2.0 0       0 2022-03-01 06:00:00  ...          p3      3.0 4       4 2022-03-24 06:00:00  ...          p3      4.0 3       3 2022-03-22 06:00:00  ...          p2      5.0  [5 rows x 25 columns],1,ixmixo92,,,,,0,1,0,"<h5>Instructions</h5>  <p>Welcome to our study covering a typical social media feed that contains memes.</p>  <p>Please interact with the feed as you normally would on social media. Feel free to like, comment, or simply read through the posts according to your preference.</p>  <p>Once you reach the end of the feed, you'll find a button to proceed with the study. Click this button to move on to a series of short questions about your experience with the feed.</p>",condition,@9GAG,Hauke Roggenkamp,50,0.0,https://unisg.qualtrics.com/jfe/form/SV_2f5A6rQsIf7oSAm,,Social Media Study,;,,hauke.roggenkamp@unisg.ch,1.0,Twitter,sequence,Twitter,https://raw.githubusercontent.com/Howquez/DICE/main/software/DICE/DICE/static/data/sample_tweets.csv,PROLIFIC_PID,Mr.,https://app.prolific.com/submissions/complete,,1,,0.0,A,"2, 1, 0, 4, 3",is-i2-i1-i1-i3,"[{""doc_id"":2,""duration"":3.596},{""doc_id"":1,""duration"":0.841},{""doc_id"":0,""duration"":1.094},{""doc_id"":4,""duration"":0.222},{""doc_id"":3,""duration"":2.543}]","[{""doc_id"":2,""height"":569},{""doc_id"":1,""height"":666},{""doc_id"":0,""height"":687},{""doc_id"":4,""height"":390},{""doc_id"":3,""height"":397},{""doc_id"":null,""height"":319},{""doc_id"":null,""height"":319}]","[{""doc_id"":2,""liked"":false},{""doc_id"":1,""liked"":false},{""doc_id"":0,""liked"":false},{""doc_id"":4,""liked"":false},{""doc_id"":3,""liked"":false}]","[{""doc_id"":2,""reply"":"""",""hasReply"":false},{""doc_id"":1,""reply"":"""",""hasReply"":false},{""doc_id"":0,""reply"":"""",""hasReply"":false},{""doc_id"":4,""reply"":"""",""hasReply"":false},{""doc_id"":3,""reply"":"""",""hasReply"":false}]",[],1,Mobile,384x857,1,1,<itertools.cycle object at 0x7f7017257900>,DICE/T_Feed_Twitter.html
24,7evhgfpf,5c489211c87698000193533a,0,4,5,DICE,D_Redirect,2024-10-11 21:01:16.828277,1,,,0.0,,1,ixmixo92,,,,,0,1,0,"<h5>Instructions</h5>  <p>Welcome to our study covering a typical social media feed that contains memes.</p>  <p>Please interact with the feed as you normally would on social media. Feel free to like, comment, or simply read through the posts according to your preference.</p>  <p>Once you reach the end of the feed, you'll find a button to proceed with the study. Click this button to move on to a series of short questions about your experience with the feed.</p>",condition,@9GAG,Hauke Roggenkamp,50,0.0,https://unisg.qualtrics.com/jfe/form/SV_2f5A6rQsIf7oSAm,,Social Media Study,;,,hauke.roggenkamp@unisg.ch,1.0,Twitter,sequence,Twitter,https://raw.githubusercontent.com/Howquez/DICE/main/software/DICE/DICE/static/data/sample_tweets.csv,PROLIFIC_PID,Mr.,https://app.prolific.com/submissions/complete,,24,,0.0,B,"9, 6, 8, 5, 7",is-i9-i9-i6-i8-i5,"[{""doc_id"":9,""duration"":8.36},{""doc_id"":6,""duration"":3.63},{""doc_id"":8,""duration"":7.132},{""doc_id"":5,""duration"":3.464},{""doc_id"":7,""duration"":4.566}]","[{""doc_id"":9,""height"":216},{""doc_id"":6,""height"":403},{""doc_id"":8,""height"":403},{""doc_id"":5,""height"":403},{""doc_id"":7,""height"":427},{""doc_id"":null,""height"":320}]","[{""doc_id"":9,""liked"":false},{""doc_id"":6,""liked"":false},{""doc_id"":8,""liked"":false},{""doc_id"":5,""liked"":false},{""doc_id"":7,""liked"":false}]","[{""doc_id"":9,""reply"":"""",""hasReply"":false},{""doc_id"":6,""reply"":"""",""hasReply"":false},{""doc_id"":8,""reply"":"""",""hasReply"":false},{""doc_id"":5,""reply"":"""",""hasReply"":false},{""doc_id"":7,""reply"":"""",""hasReply"":false}]","[{""doc_id"":7,""clicked"":false}]",1,Mobile,393x852,1,1,<itertools.cycle object at 0x7f7017257900>,DICE/T_Feed_Twitter.html
25,4cwr4ghb,5d547584d98e450001b3ea7e,0,4,5,DICE,D_Redirect,2024-10-11 21:01:19.283279,1,,,0.0,,1,ixmixo92,,,,,0,1,0,"<h5>Instructions</h5>  <p>Welcome to our study covering a typical social media feed that contains memes.</p>  <p>Please interact with the feed as you normally would on social media. Feel free to like, comment, or simply read through the posts according to your preference.</p>  <p>Once you reach the end of the feed, you'll find a button to proceed with the study. Click this button to move on to a series of short questions about your experience with the feed.</p>",condition,@9GAG,Hauke Roggenkamp,50,0.0,https://unisg.qualtrics.com/jfe/form/SV_2f5A6rQsIf7oSAm,,Social Media Study,;,,hauke.roggenkamp@unisg.ch,1.0,Twitter,sequence,Twitter,https://raw.githubusercontent.com/Howquez/DICE/main/software/DICE/DICE/static/data/sample_tweets.csv,PROLIFIC_PID,Mr.,https://app.prolific.com/submissions/complete,,25,,0.0,A,"1, 3, 0, 4, 2",is-i1-i1-i3-i0-i1-i4-i2-i2-i2-i2,"[{""doc_id"":1,""duration"":12.687},{""doc_id"":3,""duration"":6.292},{""doc_id"":0,""duration"":9.372},{""doc_id"":3,""duration"":1.52},{""doc_id"":1,""duration"":1.186},{""doc_id"":3,""duration"":0.468},{""doc_id"":0,""duration"":1.069},{""doc_id"":4,""duration"":7.566},{""doc_id"":2,""duration"":12.603}]","[{""doc_id"":1,""height"":674},{""doc_id"":3,""height"":401},{""doc_id"":0,""height"":697},{""doc_id"":4,""height"":394},{""doc_id"":2,""height"":577},{""doc_id"":null,""height"":320}]","[{""doc_id"":1,""liked"":false},{""doc_id"":3,""liked"":false},{""doc_id"":0,""liked"":false},{""doc_id"":4,""liked"":false},{""doc_id"":2,""liked"":false}]","[{""doc_id"":1,""reply"":"""",""hasReply"":false},{""doc_id"":3,""reply"":"""",""hasReply"":false},{""doc_id"":0,""reply"":"""",""hasReply"":false},{""doc_id"":4,""reply"":"""",""hasReply"":false},{""doc_id"":2,""reply"":"""",""hasReply"":false}]",[],1,Mobile,390x844,1,1,<itertools.cycle object at 0x7f7017257900>,DICE/T_Feed_Twitter.html
26,wd0xuyge,66d1e51c04b347349f6d30fe,0,4,5,DICE,D_Redirect,2024-10-11 21:01:33.829366,1,,,0.0,,1,ixmixo92,,,,,0,1,0,"<h5>Instructions</h5>  <p>Welcome to our study covering a typical social media feed that contains memes.</p>  <p>Please interact with the feed as you normally would on social media. Feel free to like, comment, or simply read through the posts according to your preference.</p>  <p>Once you reach the end of the feed, you'll find a button to proceed with the study. Click this button to move on to a series of short questions about your experience with the feed.</p>",condition,@9GAG,Hauke Roggenkamp,50,0.0,https://unisg.qualtrics.com/jfe/form/SV_2f5A6rQsIf7oSAm,,Social Media Study,;,,hauke.roggenkamp@unisg.ch,1.0,Twitter,sequence,Twitter,https://raw.githubusercontent.com/Howquez/DICE/main/software/DICE/DICE/static/data/sample_tweets.csv,PROLIFIC_PID,Mr.,https://app.prolific.com/submissions/complete,,26,,0.0,B,"7, 5, 6, 8, 9",is-i7-i7-i7-i7-i5-i9-i5-i7-i9-i9-i9-i9-i9-i9-i9-i9-i9-i9-i9-i9-i9-i9-i9-i9-i9-i8-i8-i6-i5-i5-i5-i5-i7-i5-i7-i7-i7-i7-i7-i7-i7-i7-i7-i7-i7-i5-i5-i6-i6-i6-i9,"[{""doc_id"":7,""duration"":2.226},{""doc_id"":5,""duration"":0.44},{""doc_id"":6,""duration"":0.403},{""doc_id"":9,""duration"":0.364},{""doc_id"":8,""duration"":0.133},{""doc_id"":6,""duration"":0.217},{""doc_id"":5,""duration"":0.236},{""doc_id"":7,""duration"":0.883},{""doc_id"":5,""duration"":0.083},{""doc_id"":6,""duration"":0.051},{""doc_id"":8,""duration"":0.068},{""doc_id"":9,""duration"":9.531},{""doc_id"":8,""duration"":0.969},{""doc_id"":6,""duration"":4.312},{""doc_id"":5,""duration"":3.173},{""doc_id"":5,""duration"":4.182},{""doc_id"":7,""duration"":7.644},{""doc_id"":5,""duration"":0.08},{""doc_id"":6,""duration"":0.065},{""doc_id"":8,""duration"":0.08},{""doc_id"":9,""duration"":0.877}]","[{""doc_id"":7,""height"":554},{""doc_id"":5,""height"":554},{""doc_id"":6,""height"":554},{""doc_id"":9,""height"":971},{""doc_id"":null,""height"":370},{""doc_id"":8,""height"":554},{""doc_id"":null,""height"":370},{""doc_id"":null,""height"":370},{""doc_id"":null,""height"":370},{""doc_id"":null,""height"":370},{""doc_id"":null,""height"":370}]","[{""doc_id"":7,""liked"":true},{""doc_id"":5,""liked"":false},{""doc_id"":6,""liked"":false},{""doc_id"":8,""liked"":false},{""doc_id"":9,""liked"":true}]","[{""doc_id"":7,""reply"":"""",""hasReply"":false},{""doc_id"":5,""reply"":"""",""hasReply"":false},{""doc_id"":6,""reply"":"""",""hasReply"":false},{""doc_id"":8,""reply"":"""",""hasReply"":false},{""doc_id"":9,""reply"":"""",""hasReply"":false}]","[{""doc_id"":7,""clicked"":false}]",0,Desktop,1920x1080,1,1,<itertools.cycle object at 0x7f7017257900>,DICE/T_Feed_Twitter.html
27,8jpijl5k,5cc33788666a7c0017b159df,0,4,5,DICE,D_Redirect,2024-10-11 21:01:52.176807,1,,,0.0,,1,ixmixo92,,,,,0,1,0,"<h5>Instructions</h5>  <p>Welcome to our study covering a typical social media feed that contains memes.</p>  <p>Please interact with the feed as you normally would on social media. Feel free to like, comment, or simply read through the posts according to your preference.</p>  <p>Once you reach the end of the feed, you'll find a button to proceed with the study. Click this button to move on to a series of short questions about your experience with the feed.</p>",condition,@9GAG,Hauke Roggenkamp,50,0.0,https://unisg.qualtrics.com/jfe/form/SV_2f5A6rQsIf7oSAm,,Social Media Study,;,,hauke.roggenkamp@unisg.ch,1.0,Twitter,sequence,Twitter,https://raw.githubusercontent.com/Howquez/DICE/main/software/DICE/DICE/static/data/sample_tweets.csv,PROLIFIC_PID,Mr.,https://app.prolific.com/submissions/complete,,27,,0.0,A,"3, 1, 4, 2, 0",is-i1-i1-i1-i1-i3-i3-i3-i1-i4-i2-i2-i2-i2-i4-i1-i1-i1-i1-i1-i1-i1-i1-i1-i1-i1-i1-i1-i1-i1-i1-i4-i4-i4-i4-i4-i4-i4-i4-i2-i0-i0-i0-i0-i0-i0,"[{""doc_id"":3,""duration"":4.481},{""doc_id"":1,""duration"":0.426},{""doc_id"":4,""duration"":0.614},{""doc_id"":2,""duration"":1.177},{""doc_id"":4,""duration"":0.493},{""doc_id"":3,""duration"":7.015},{""doc_id"":1,""duration"":7.434},{""doc_id"":4,""duration"":0.294},{""doc_id"":2,""duration"":0.334},{""doc_id"":0,""duration"":5.67}]","[{""doc_id"":3,""height"":481},{""doc_id"":1,""height"":892},{""doc_id"":4,""height"":470},{""doc_id"":2,""height"":793},{""doc_id"":0,""height"":967},{""doc_id"":null,""height"":297}]","[{""doc_id"":3,""liked"":false},{""doc_id"":1,""liked"":false},{""doc_id"":4,""liked"":false},{""doc_id"":2,""liked"":false},{""doc_id"":0,""liked"":false}]","[{""doc_id"":3,""reply"":"""",""hasReply"":false},{""doc_id"":1,""reply"":"""",""hasReply"":false},{""doc_id"":4,""reply"":"""",""hasReply"":false},{""doc_id"":2,""reply"":"""",""hasReply"":false},{""doc_id"":0,""reply"":"""",""hasReply"":false}]",[],0,Desktop,1920x1080,1,1,<itertools.cycle object at 0x7f7017257900>,DICE/T_Feed_Twitter.html
28,1ut0czrf,63d13cbf71e02c93947766f3,0,4,5,DICE,D_Redirect,2024-10-11 21:01:54.786446,1,,,0.0,,1,ixmixo92,,,,,0,1,0,"<h5>Instructions</h5>  <p>Welcome to our study covering a typical social media feed that contains memes.</p>  <p>Please interact with the feed as you normally would on social media. Feel free to like, comment, or simply read through the posts according to your preference.</p>  <p>Once you reach the end of the feed, you'll find a button to proceed with the study. Click this button to move on to a series of short questions about your experience with the feed.</p>",condition,@9GAG,Hauke Roggenkamp,50,0.0,https://unisg.qualtrics.com/jfe/form/SV_2f5A6rQsIf7oSAm,,Social Media Study,;,,hauke.roggenkamp@unisg.ch,1.0,Twitter,sequence,Twitter,https://raw.githubusercontent.com/Howquez/DICE/main/software/DICE/DICE/static/data/sample_tweets.csv,PROLIFIC_PID,Mr.,https://app.prolific.com/submissions/complete,,28,,0.0,B,"5, 9, 8, 7, 6",is-i5-i5-i5-i5-i5-i5-i5-i5-i5-i9-i9-i9-i9-i9-i8-i7-i6-i6-i6-i6,"[{""doc_id"":5,""duration"":58.583},{""doc_id"":9,""duration"":2.564},{""doc_id"":8,""duration"":2.5},{""doc_id"":7,""duration"":2.683},{""doc_id"":6,""duration"":3.273}]","[{""doc_id"":5,""height"":169},{""doc_id"":9,""height"":893},{""doc_id"":8,""height"":506},{""doc_id"":7,""height"":482},{""doc_id"":6,""height"":482},{""doc_id"":null,""height"":297}]","[{""doc_id"":5,""liked"":false},{""doc_id"":9,""liked"":false},{""doc_id"":8,""liked"":false},{""doc_id"":7,""liked"":false},{""doc_id"":6,""liked"":false}]","[{""doc_id"":5,""reply"":"""",""hasReply"":false},{""doc_id"":9,""reply"":"""",""hasReply"":false},{""doc_id"":8,""reply"":"""",""hasReply"":false},{""doc_id"":7,""reply"":"""",""hasReply"":false},{""doc_id"":6,""reply"":"""",""hasReply"":false}]","[{""doc_id"":7,""clicked"":false}]",0,Desktop,1920x1080,1,1,<itertools.cycle object at 0x7f7017257900>,DICE/T_Feed_Twitter.html
29,6pz6b8kw,665f812e4bf9990e80bafb62,0,4,5,DICE,D_Redirect,2024-10-11 21:02:01.742839,1,,,0.0,,1,ixmixo92,,,,,0,1,0,"<h5>Instructions</h5>  <p>Welcome to our study covering a typical social media feed that contains memes.</p>  <p>Please interact with the feed as you normally would on social media. Feel free to like, comment, or simply read through the posts according to your preference.</p>  <p>Once you reach the end of the feed, you'll find a button to proceed with the study. Click this button to move on to a series of short questions about your experience with the feed.</p>",condition,@9GAG,Hauke Roggenkamp,50,0.0,https://unisg.qualtrics.com/jfe/form/SV_2f5A6rQsIf7oSAm,,Social Media Study,;,,hauke.roggenkamp@unisg.ch,1.0,Twitter,sequence,Twitter,https://raw.githubusercontent.com/Howquez/DICE/main/software/DICE/DICE/static/data/sample_tweets.csv,PROLIFIC_PID,Mr.,https://app.prolific.com/submissions/complete,,29,,0.0,A,"4, 2, 0, 3, 1",is-i4-i2-i2-i2-i2-i0-i0-i0-i0-i0-i0-i3-i3-i3-i3-i1-i3-i1-i2-i4-i2-i3-i1-i1-i1-i1-i1-i1-i1-i1-i1-i1,"[{""doc_id"":4,""duration"":7.926},{""doc_id"":2,""duration"":6.722},{""doc_id"":0,""duration"":4.765},{""doc_id"":3,""duration"":6.455},{""doc_id"":1,""duration"":2.743},{""doc_id"":3,""duration"":2.959},{""doc_id"":1,""duration"":1.154},{""doc_id"":3,""duration"":0.068},{""doc_id"":0,""duration"":0.065},{""doc_id"":2,""duration"":0.17},{""doc_id"":4,""duration"":0.719},{""doc_id"":2,""duration"":0.737},{""doc_id"":0,""duration"":0.1},{""doc_id"":3,""duration"":0.368},{""doc_id"":1,""duration"":4.563}]","[{""doc_id"":4,""height"":480},{""doc_id"":2,""height"":814},{""doc_id"":0,""height"":995},{""doc_id"":3,""height"":493},{""doc_id"":1,""height"":917},{""doc_id"":null,""height"":297},{""doc_id"":null,""height"":297},{""doc_id"":null,""height"":297},{""doc_id"":null,""height"":297}]","[{""doc_id"":4,""liked"":false},{""doc_id"":2,""liked"":false},{""doc_id"":0,""liked"":true},{""doc_id"":3,""liked"":false},{""doc_id"":1,""liked"":true}]","[{""doc_id"":4,""reply"":"""",""hasReply"":false},{""doc_id"":2,""reply"":"""",""hasReply"":false},{""doc_id"":0,""reply"":"""",""hasReply"":false},{""doc_id"":3,""reply"":"""",""hasReply"":false},{""doc_id"":1,""reply"":"""",""hasReply"":false}]",[],0,Desktop,1440x900,1,1,<itertools.cycle object at 0x7f7017257900>,DICE/T_Feed_Twitter.html
30,j6ajgkdk,5edb487096035b7c2ab90276,0,4,5,DICE,D_Redirect,2024-10-11 21:02:05.198404,1,,,0.0,,1,ixmixo92,,,,,0,1,0,"<h5>Instructions</h5>  <p>Welcome to our study covering a typical social media feed that contains memes.</p>  <p>Please interact with the feed as you normally would on social media. Feel free to like, comment, or simply read through the posts according to your preference.</p>  <p>Once you reach the end of the feed, you'll find a button to proceed with the study. Click this button to move on to a series of short questions about your experience with the feed.</p>",condition,@9GAG,Hauke Roggenkamp,50,0.0,https://unisg.qualtrics.com/jfe/form/SV_2f5A6rQsIf7oSAm,,Social Media Study,;,,hauke.roggenkamp@unisg.ch,1.0,Twitter,sequence,Twitter,https://raw.githubusercontent.com/Howquez/DICE/main/software/DICE/DICE/static/data/sample_tweets.csv,PROLIFIC_PID,Mr.,https://app.prolific.com/submissions/complete,,30,,0.0,B,"6, 8, 9, 7, 5",is-i8-i8-i5-i5,"[{""doc_id"":6,""duration"":6.187},{""doc_id"":8,""duration"":7.577},{""doc_id"":9,""duration"":2.929},{""doc_id"":7,""duration"":6.036},{""doc_id"":7,""duration"":0.517},{""doc_id"":5,""duration"":7.104}]","[{""doc_id"":6,""height"":402},{""doc_id"":8,""height"":427},{""doc_id"":9,""height"":709},{""doc_id"":7,""height"":403},{""doc_id"":5,""height"":403},{""doc_id"":null,""height"":320}]","[{""doc_id"":6,""liked"":false},{""doc_id"":8,""liked"":false},{""doc_id"":9,""liked"":false},{""doc_id"":7,""liked"":false},{""doc_id"":5,""liked"":false}]","[{""doc_id"":6,""reply"":"""",""hasReply"":false},{""doc_id"":8,""reply"":"""",""hasReply"":false},{""doc_id"":9,""reply"":"""",""hasReply"":false},{""doc_id"":7,""reply"":"""",""hasReply"":false},{""doc_id"":5,""reply"":"""",""hasReply"":false}]","[{""doc_id"":7,""clicked"":false}]",1,Mobile,428x926,1,1,<itertools.cycle object at 0x7f7017257900>,DICE/T_Feed_Twitter.html
31,f11svwaj,6103a6a5b1d93e18d85a6f23,0,4,5,DICE,D_Redirect,2024-10-11 21:02:12.479168,1,,,0.0,,1,ixmixo92,,,,,0,1,0,"<h5>Instructions</h5>  <p>Welcome to our study covering a typical social media feed that contains memes.</p>  <p>Please interact with the feed as you normally would on social media. Feel free to like, comment, or simply read through the posts according to your preference.</p>  <p>Once you reach the end of the feed, you'll find a button to proceed with the study. Click this button to move on to a series of short questions about your experience with the feed.</p>",condition,@9GAG,Hauke Roggenkamp,50,0.0,https://unisg.qualtrics.com/jfe/form/SV_2f5A6rQsIf7oSAm,,Social Media Study,;,,hauke.roggenkamp@unisg.ch,1.0,Twitter,sequence,Twitter,https://raw.githubusercontent.com/Howquez/DICE/main/software/DICE/DICE/static/data/sample_tweets.csv,PROLIFIC_PID,Mr.,https://app.prolific.com/submissions/complete,,31,,0.0,A,"3, 4, 2, 1, 0",is-i3-i3-i3-i3-i3-i3-i3-i3-i3-i3-i3-i3-i3-i4-i2-i2-i1-i1-i1-i0-i0-i0,"[{""doc_id"":3,""duration"":3.251},{""doc_id"":4,""duration"":6.749},{""doc_id"":2,""duration"":1.25},{""doc_id"":1,""duration"":0.417},{""doc_id"":0,""duration"":0.317}]","[{""doc_id"":3,""height"":482},{""doc_id"":4,""height"":470},{""doc_id"":2,""height"":794},{""doc_id"":1,""height"":893},{""doc_id"":0,""height"":968},{""doc_id"":null,""height"":297}]","[{""doc_id"":3,""liked"":false},{""doc_id"":4,""liked"":false},{""doc_id"":2,""liked"":false},{""doc_id"":1,""liked"":false},{""doc_id"":0,""liked"":false}]","[{""doc_id"":3,""reply"":"""",""hasReply"":false},{""doc_id"":4,""reply"":"""",""hasReply"":false},{""doc_id"":2,""reply"":"""",""hasReply"":false},{""doc_id"":1,""reply"":"""",""hasReply"":false},{""doc_id"":0,""reply"":"""",""hasReply"":false}]",[],0,Desktop,1280x720,1,1,<itertools.cycle object at 0x7f7017257900>,DICE/T_Feed_Twitter.html
32,czy8xhr9,663f5939a9a44e4c43315af6,0,4,5,DICE,D_Redirect,2024-10-11 21:02:13.357937,1,,,0.0,,1,ixmixo92,,,,,0,1,0,"<h5>Instructions</h5>  <p>Welcome to our study covering a typical social media feed that contains memes.</p>  <p>Please interact with the feed as you normally would on social media. Feel free to like, comment, or simply read through the posts according to your preference.</p>  <p>Once you reach the end of the feed, you'll find a button to proceed with the study. Click this button to move on to a series of short questions about your experience with the feed.</p>",condition,@9GAG,Hauke Roggenkamp,50,0.0,https://unisg.qualtrics.com/jfe/form/SV_2f5A6rQsIf7oSAm,,Social Media Study,;,,hauke.roggenkamp@unisg.ch,1.0,Twitter,sequence,Twitter,https://raw.githubusercontent.com/Howquez/DICE/main/software/DICE/DICE/static/data/sample_tweets.csv,PROLIFIC_PID,Mr.,https://app.prolific.com/submissions/complete,,32,,0.0,B,"6, 9, 7, 5, 8",is-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6-i9-i9-i9-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6-i9-i9-i9-i9-i9-i7-i9-i9-i7-i5-i7-i5-i5-i5-i5-i8-i8,"[{""doc_id"":6,""duration"":17.798},{""doc_id"":9,""duration"":4.701},{""doc_id"":7,""duration"":3.218},{""doc_id"":9,""duration"":0.333},{""doc_id"":6,""duration"":3.351},{""doc_id"":9,""duration"":2.452},{""doc_id"":7,""duration"":7.899},{""doc_id"":5,""duration"":9.25},{""doc_id"":8,""duration"":5.416}]","[{""doc_id"":6,""height"":493},{""doc_id"":9,""height"":918},{""doc_id"":7,""height"":493},{""doc_id"":5,""height"":493},{""doc_id"":8,""height"":517},{""doc_id"":null,""height"":298}]","[{""doc_id"":6,""liked"":false},{""doc_id"":9,""liked"":false},{""doc_id"":7,""liked"":false},{""doc_id"":5,""liked"":false},{""doc_id"":8,""liked"":false}]","[{""doc_id"":6,""reply"":"""",""hasReply"":false},{""doc_id"":9,""reply"":"""",""hasReply"":false},{""doc_id"":7,""reply"":"""",""hasReply"":false},{""doc_id"":5,""reply"":"""",""hasReply"":false},{""doc_id"":8,""reply"":"""",""hasReply"":false}]","[{""doc_id"":7,""clicked"":false}]",1,Desktop,1920x1080,1,1,<itertools.cycle object at 0x7f7017257900>,DICE/T_Feed_Twitter.html
33,0ivibdg2,63bc9407d90df6c64d351469,0,4,5,DICE,D_Redirect,2024-10-11 21:02:13.591987,1,,,0.0,,1,ixmixo92,,,,,0,1,0,"<h5>Instructions</h5>  <p>Welcome to our study covering a typical social media feed that contains memes.</p>  <p>Please interact with the feed as you normally would on social media. Feel free to like, comment, or simply read through the posts according to your preference.</p>  <p>Once you reach the end of the feed, you'll find a button to proceed with the study. Click this button to move on to a series of short questions about your experience with the feed.</p>",condition,@9GAG,Hauke Roggenkamp,50,0.0,https://unisg.qualtrics.com/jfe/form/SV_2f5A6rQsIf7oSAm,,Social Media Study,;,,hauke.roggenkamp@unisg.ch,1.0,Twitter,sequence,Twitter,https://raw.githubusercontent.com/Howquez/DICE/main/software/DICE/DICE/static/data/sample_tweets.csv,PROLIFIC_PID,Mr.,https://app.prolific.com/submissions/complete,,33,,0.0,A,"1, 0, 4, 2, 3",is-i1-i1-i1-i1-i1-i1-i1-i1-i1-i1-i0-i0-i0-i0-i0-i0-i0-i1-i1-i1-i1-i1-i1-i1-i1-i1-i1-i1-i1-i1-i1-i1-i1-i1-i1-i1-i1-i1-i1-i1-i0-i0-i0-i0-i0-i0-i0-i0-i0-i0-i4-i4-i4-i4-i0-i0-i0-i0-i0-i4-i4-i4-i4-i4-i0-i0-i0-i0-i0-i0-i0-i0-i0-i0-i0-i0-i0-i0-i0-i0-i0-i0-i0-i4-i4-i4-i4-i4-i4-i0-i0-i0-i0-i0-i0-i4-i4-i4-i0-i0-i0-i0-i0-i0-i0-i0-i0-i0-i4-i4-i4-i2-i2-i2-i4-i4-i4-i4-i4-i4-i4-i4-i4-i4-i2-i3-i3-i3-i3-i3-i3-i3-i3-i3-i3-i3-i3-i3-i3-i3-i3-i3-i3-i3-i3-i3-i3-i3-i3-i3-i3-i3-i3-i3-i3-i3-i3-i2-i2-i2-i2-i2-i2-i2-i2-i2-i2-i2-i2-i4-i4-i4-i4-i4-i4-i4-i4-i4-i4-i4-i4-i4-i4-i4-i4-i4-i4-i4-i4-i4-i4-i4-i4-i0-i0-i0-i0-i0-i0-i0-i0-i0-i0-i0-i0-i0-i4-i2-i3-i2-i4-i4-i4-i4-i0-i0-i0-i0-i0-i0-i0-i0-i0-i0-i4-i4-i4-i4-i4-i2-i2-i2-i3-i3-i3-i3-i3-i2-i2-i2-i3-i3-i3-i3-i3-i3-i3-i3-i3-i3-i3-i3-i2-i3-i3-i3-i3,"[{""doc_id"":1,""duration"":12.459},{""doc_id"":0,""duration"":15.579},{""doc_id"":4,""duration"":17.581},{""doc_id"":3,""duration"":11.793},{""doc_id"":2,""duration"":14.862},{""doc_id"":4,""duration"":5.07},{""doc_id"":0,""duration"":3.018},{""doc_id"":4,""duration"":1.051},{""doc_id"":3,""duration"":1.384},{""doc_id"":2,""duration"":2.418},{""doc_id"":0,""duration"":3.353},{""doc_id"":4,""duration"":4.303},{""doc_id"":2,""duration"":15.727},{""doc_id"":3,""duration"":15.243}]","[{""doc_id"":1,""height"":891},{""doc_id"":0,""height"":967},{""doc_id"":4,""height"":470},{""doc_id"":2,""height"":793},{""doc_id"":3,""height"":482},{""doc_id"":null,""height"":297},{""doc_id"":null,""height"":297},{""doc_id"":null,""height"":297}]","[{""doc_id"":1,""liked"":true},{""doc_id"":0,""liked"":true},{""doc_id"":4,""liked"":false},{""doc_id"":2,""liked"":false},{""doc_id"":3,""liked"":true}]","[{""doc_id"":1,""reply"":"""",""hasReply"":false},{""doc_id"":0,""reply"":"""",""hasReply"":false},{""doc_id"":4,""reply"":"""",""hasReply"":false},{""doc_id"":2,""reply"":"""",""hasReply"":false},{""doc_id"":3,""reply"":"""",""hasReply"":false}]",[],0,Desktop,2560x1440,1,1,<itertools.cycle object at 0x7f7017257900>,DICE/T_Feed_Twitter.html
