"session_code","participant_code","participant_label","participant_time_started_utc","touch_capability","device_type","condition","doc_id","displayed_sequence","seconds_in_viewport","scroll_sequence","liked","reply","hasReply","height"
"z2q0bsds","02wc7d82","66ee9436fdc916ec83068569","2024-10-15 15:25:52",1,"Mobile","A",3,25,0.968,"27",FALSE,"",FALSE,454
"z2q0bsds","02wc7d82","66ee9436fdc916ec83068569","2024-10-15 15:25:52",1,"Mobile","A",24,26,0.883,"28",FALSE,"",FALSE,384
"z2q0bsds","02wc7d82","66ee9436fdc916ec83068569","2024-10-15 15:25:52",1,"Mobile","A",21,27,0.3,"29",FALSE,"",FALSE,430
"z2q0bsds","02wc7d82","66ee9436fdc916ec83068569","2024-10-15 15:25:52",1,"Mobile","A",11,28,0.4,"30",FALSE,"",FALSE,383
"z2q0bsds","02wc7d82","66ee9436fdc916ec83068569","2024-10-15 15:25:52",1,"Mobile","A",23,29,0.333,"31",FALSE,"",FALSE,381
"z2q0bsds","02wc7d82","66ee9436fdc916ec83068569","2024-10-15 15:25:52",1,"Mobile","A",35,30,0.336,"32",FALSE,"",FALSE,358
"z2q0bsds","02wc7d82","66ee9436fdc916ec83068569","2024-10-15 15:25:52",1,"Mobile","A",33,31,0.266,"33",FALSE,"",FALSE,382
"z2q0bsds","02wc7d82","66ee9436fdc916ec83068569","2024-10-15 15:25:52",1,"Mobile","A",38,32,0.15,"34",FALSE,"",FALSE,478
"z2q0bsds","02wc7d82","66ee9436fdc916ec83068569","2024-10-15 15:25:52",1,"Mobile","A",37,33,0.282,"35",FALSE,"",FALSE,478
"z2q0bsds","02wc7d82","66ee9436fdc916ec83068569","2024-10-15 15:25:52",1,"Mobile","A",28,34,0.2,"36",FALSE,"",FALSE,430
"z2q0bsds","02wc7d82","66ee9436fdc916ec83068569","2024-10-15 15:25:52",1,"Mobile","A",14,35,0.083,"37",FALSE,"",FALSE,383
"z2q0bsds","02wc7d82","66ee9436fdc916ec83068569","2024-10-15 15:25:52",1,"Mobile","A",13,36,0.117,"38",FALSE,"",FALSE,420
"z2q0bsds","02wc7d82","66ee9436fdc916ec83068569","2024-10-15 15:25:52",1,"Mobile","A",18,37,0.15,"39",FALSE,"",FALSE,416
"z2q0bsds","02wc7d82","66ee9436fdc916ec83068569","2024-10-15 15:25:52",1,"Mobile","A",30,38,0.167,"40",FALSE,"",FALSE,402
"z2q0bsds","02wc7d82","66ee9436fdc916ec83068569","2024-10-15 15:25:52",1,"Mobile","A",19,39,0.234,"41",FALSE,"",FALSE,388
"z2q0bsds","02wc7d82","66ee9436fdc916ec83068569","2024-10-15 15:25:52",1,"Mobile","A",34,40,2.705,"42",FALSE,"",FALSE,385
"z2q0bsds","04ei9b54","66f043f0c38f7c2ec60770e4","2024-10-15 15:28:35",0,"Desktop","A",3,1,4.614,"1",FALSE,"",FALSE,622
"z2q0bsds","04ei9b54","66f043f0c38f7c2ec60770e4","2024-10-15 15:28:35",0,"Desktop","A",24,2,0.376,"2",FALSE,"",FALSE,507
"z2q0bsds","04ei9b54","66f043f0c38f7c2ec60770e4","2024-10-15 15:28:35",0,"Desktop","A",4,3,1.042,"3",FALSE,"",FALSE,512
"z2q0bsds","04ei9b54","66f043f0c38f7c2ec60770e4","2024-10-15 15:28:35",0,"Desktop","A",36,4,0.18,"4",FALSE,"",FALSE,622
"z2q0bsds","04ei9b54","66f043f0c38f7c2ec60770e4","2024-10-15 15:28:35",0,"Desktop","A",37,5,0.382,"5",FALSE,"",FALSE,646
"z2q0bsds","04ei9b54","66f043f0c38f7c2ec60770e4","2024-10-15 15:28:35",0,"Desktop","A",39,6,0.181,"6",FALSE,"",FALSE,431
"z2q0bsds","04ei9b54","66f043f0c38f7c2ec60770e4","2024-10-15 15:28:35",0,"Desktop","A",27,7,0.437,"7",FALSE,"",FALSE,561
"z2q0bsds","04ei9b54","66f043f0c38f7c2ec60770e4","2024-10-15 15:28:35",0,"Desktop","A",31,8,0.347,"8",FALSE,"",FALSE,524
"z2q0bsds","04ei9b54","66f043f0c38f7c2ec60770e4","2024-10-15 15:28:35",0,"Desktop","A",20,9,0.84,"9",FALSE,"",FALSE,540
"z2q0bsds","04ei9b54","66f043f0c38f7c2ec60770e4","2024-10-15 15:28:35",0,"Desktop","A",6,10,0.257,"10",FALSE,"",FALSE,504
"z2q0bsds","04ei9b54","66f043f0c38f7c2ec60770e4","2024-10-15 15:28:35",0,"Desktop","A",25,11,0.48,"11",FALSE,"",FALSE,533
"z2q0bsds","04ei9b54","66f043f0c38f7c2ec60770e4","2024-10-15 15:28:35",0,"Desktop","A",7,12,1.159,"12",FALSE,"",FALSE,610
"z2q0bsds","04ei9b54","66f043f0c38f7c2ec60770e4","2024-10-15 15:28:35",0,"Desktop","A",12,13,0.209,"13",FALSE,"",FALSE,524
"z2q0bsds","04ei9b54","66f043f0c38f7c2ec60770e4","2024-10-15 15:28:35",0,"Desktop","A",13,14,0.327,"14",FALSE,"",FALSE,551
"z2q0bsds","04ei9b54","66f043f0c38f7c2ec60770e4","2024-10-15 15:28:35",0,"Desktop","A",1,15,0.507,"15",FALSE,"",FALSE,528
"z2q0bsds","04ei9b54","66f043f0c38f7c2ec60770e4","2024-10-15 15:28:35",0,"Desktop","A",22,16,0.646,"16",FALSE,"",FALSE,540
"z2q0bsds","04ei9b54","66f043f0c38f7c2ec60770e4","2024-10-15 15:28:35",0,"Desktop","A",10,17,0.715,"17",FALSE,"",FALSE,518
"z2q0bsds","04ei9b54","66f043f0c38f7c2ec60770e4","2024-10-15 15:28:35",0,"Desktop","A",16,18,1.069,"18",FALSE,"",FALSE,545
"z2q0bsds","04ei9b54","66f043f0c38f7c2ec60770e4","2024-10-15 15:28:35",0,"Desktop","A",38,19,0.462,"19",FALSE,"",FALSE,646
"z2q0bsds","04ei9b54","66f043f0c38f7c2ec60770e4","2024-10-15 15:28:35",0,"Desktop","A",11,20,0.375,"20",FALSE,"",FALSE,546
"z2q0bsds","04ei9b54","66f043f0c38f7c2ec60770e4","2024-10-15 15:28:35",0,"Desktop","A",26,21,0.507,"21",FALSE,"",FALSE,413
"z2q0bsds","04ei9b54","66f043f0c38f7c2ec60770e4","2024-10-15 15:28:35",0,"Desktop","A",29,22,0.674,"22",FALSE,"",FALSE,541
"z2q0bsds","04ei9b54","66f043f0c38f7c2ec60770e4","2024-10-15 15:28:35",0,"Desktop","A",33,23,0.549,"23",FALSE,"",FALSE,504
"z2q0bsds","04ei9b54","66f043f0c38f7c2ec60770e4","2024-10-15 15:28:35",0,"Desktop","A",30,24,6.163,"25",TRUE,"",FALSE,547
"z2q0bsds","04ei9b54","66f043f0c38f7c2ec60770e4","2024-10-15 15:28:35",0,"Desktop","A",35,25,3.737,"24,26",FALSE,"",FALSE,489
"z2q0bsds","04ei9b54","66f043f0c38f7c2ec60770e4","2024-10-15 15:28:35",0,"Desktop","A",32,26,5.166,"27",FALSE,"",FALSE,504
"z2q0bsds","04ei9b54","66f043f0c38f7c2ec60770e4","2024-10-15 15:28:35",0,"Desktop","A",5,27,2.471,"28",FALSE,"",FALSE,505
"z2q0bsds","04ei9b54","66f043f0c38f7c2ec60770e4","2024-10-15 15:28:35",0,"Desktop","A",34,28,1.229,"29",FALSE,"",FALSE,534
"z2q0bsds","04ei9b54","66f043f0c38f7c2ec60770e4","2024-10-15 15:28:35",0,"Desktop","A",15,29,2.444,"30",FALSE,"",FALSE,622
"z2q0bsds","04ei9b54","66f043f0c38f7c2ec60770e4","2024-10-15 15:28:35",0,"Desktop","A",40,30,1.229,"31",FALSE,"",FALSE,646
"z2q0bsds","04ei9b54","66f043f0c38f7c2ec60770e4","2024-10-15 15:28:35",0,"Desktop","A",18,31,0.665,"32",FALSE,"",FALSE,545
"z2q0bsds","04ei9b54","66f043f0c38f7c2ec60770e4","2024-10-15 15:28:35",0,"Desktop","A",28,32,1.716,"33",FALSE,"",FALSE,622
"z2q0bsds","04ei9b54","66f043f0c38f7c2ec60770e4","2024-10-15 15:28:35",0,"Desktop","A",23,33,1.416,"34",FALSE,"",FALSE,504
"z2q0bsds","04ei9b54","66f043f0c38f7c2ec60770e4","2024-10-15 15:28:35",0,"Desktop","A",21,34,1.354,"35",FALSE,"",FALSE,622
"z2q0bsds","04ei9b54","66f043f0c38f7c2ec60770e4","2024-10-15 15:28:35",0,"Desktop","A",8,35,1.062,"36",FALSE,"",FALSE,526
"z2q0bsds","04ei9b54","66f043f0c38f7c2ec60770e4","2024-10-15 15:28:35",0,"Desktop","A",14,36,1.674,"37",FALSE,"",FALSE,506
"z2q0bsds","04ei9b54","66f043f0c38f7c2ec60770e4","2024-10-15 15:28:35",0,"Desktop","A",2,37,1.055,"38",FALSE,"",FALSE,530
"z2q0bsds","04ei9b54","66f043f0c38f7c2ec60770e4","2024-10-15 15:28:35",0,"Desktop","A",17,38,0.624,"39",FALSE,"",FALSE,549
"z2q0bsds","04ei9b54","66f043f0c38f7c2ec60770e4","2024-10-15 15:28:35",0,"Desktop","A",19,39,0.625,"40",FALSE,"",FALSE,515
"z2q0bsds","04ei9b54","66f043f0c38f7c2ec60770e4","2024-10-15 15:28:35",0,"Desktop","A",9,40,14.279,"41",TRUE,"",FALSE,520
"z2q0bsds","0bmwg613","66af8ff654b6f1958351c52d","2024-10-15 15:48:16",1,"Desktop","A",15,1,17.015,"1,34,47",FALSE,"",FALSE,622
"z2q0bsds","0bmwg613","66af8ff654b6f1958351c52d","2024-10-15 15:48:16",1,"Desktop","A",40,2,18.531,"2,4,33,35,36,46,48",FALSE,"",FALSE,646
"z2q0bsds","0bmwg613","66af8ff654b6f1958351c52d","2024-10-15 15:48:16",1,"Desktop","A",26,3,10.485,"3,5,32,37,45,50",FALSE,"",FALSE,413
"z2q0bsds","0bmwg613","66af8ff654b6f1958351c52d","2024-10-15 15:48:16",1,"Desktop","A",14,4,7.9,"6,31,38,44,49,51",FALSE,"",FALSE,506
"z2q0bsds","0bmwg613","66af8ff654b6f1958351c52d","2024-10-15 15:48:16",1,"Desktop","A",17,5,10.495,"7,30,39,43,52",FALSE,"",FALSE,549
"z2q0bsds","0bmwg613","66af8ff654b6f1958351c52d","2024-10-15 15:48:16",1,"Desktop","A",30,6,9.116,"8,29,40,42,53",FALSE,"",FALSE,546
"z2q0bsds","0bmwg613","66af8ff654b6f1958351c52d","2024-10-15 15:48:16",1,"Desktop","A",20,7,7.019,"9,28,41,54",FALSE,"",FALSE,540
"z2q0bsds","0bmwg613","66af8ff654b6f1958351c52d","2024-10-15 15:48:16",1,"Desktop","A",34,8,11.026,"10,27,55",FALSE,"",FALSE,533
"z2q0bsds","0bmwg613","66af8ff654b6f1958351c52d","2024-10-15 15:48:16",1,"Desktop","A",10,9,4.55,"11,26,56",FALSE,"",FALSE,517
"z2q0bsds","0bmwg613","66af8ff654b6f1958351c52d","2024-10-15 15:48:16",1,"Desktop","A",16,10,9.077,"12,25,57",FALSE,"",FALSE,545
"z2q0bsds","0bmwg613","66af8ff654b6f1958351c52d","2024-10-15 15:48:16",1,"Desktop","A",21,11,6.099,"24,58",FALSE,"",FALSE,622
"z2q0bsds","0bmwg613","66af8ff654b6f1958351c52d","2024-10-15 15:48:16",1,"Desktop","A",32,12,4.232,"23,59",FALSE,"",FALSE,504
"z2q0bsds","0bmwg613","66af8ff654b6f1958351c52d","2024-10-15 15:48:16",1,"Desktop","A",39,13,4.421,"22,60",FALSE,"",FALSE,177
"z2q0bsds","0bmwg613","66af8ff654b6f1958351c52d","2024-10-15 15:48:16",1,"Desktop","A",37,14,5.075,"13,21,61",FALSE,"",FALSE,646
"z2q0bsds","0bmwg613","66af8ff654b6f1958351c52d","2024-10-15 15:48:16",1,"Desktop","A",12,15,3.686,"14,20,62",FALSE,"",FALSE,524
"z2q0bsds","0bmwg613","66af8ff654b6f1958351c52d","2024-10-15 15:48:16",1,"Desktop","A",35,16,4.068,"15,19,63",FALSE,"",FALSE,489
"z2q0bsds","0bmwg613","66af8ff654b6f1958351c52d","2024-10-15 15:48:16",1,"Desktop","A",6,17,6.487,"16,18,64",FALSE,"",FALSE,504
"z2q0bsds","0bmwg613","66af8ff654b6f1958351c52d","2024-10-15 15:48:16",1,"Desktop","A",29,18,5.947,"17,65",FALSE,"",FALSE,541
"z2q0bsds","0bmwg613","66af8ff654b6f1958351c52d","2024-10-15 15:48:16",1,"Desktop","A",5,19,5.27,"66",FALSE,"",FALSE,505
"z2q0bsds","0bmwg613","66af8ff654b6f1958351c52d","2024-10-15 15:48:16",1,"Desktop","A",7,20,5.854,"67",FALSE,"",FALSE,609
"z2q0bsds","0bmwg613","66af8ff654b6f1958351c52d","2024-10-15 15:48:16",1,"Desktop","A",23,21,4.232,"68",FALSE,"",FALSE,503
"z2q0bsds","0bmwg613","66af8ff654b6f1958351c52d","2024-10-15 15:48:16",1,"Desktop","A",9,22,3.165,"69",FALSE,"",FALSE,519
"z2q0bsds","0bmwg613","66af8ff654b6f1958351c52d","2024-10-15 15:48:16",1,"Desktop","A",13,23,7.465,"70",FALSE,"",FALSE,551
"z2q0bsds","0bmwg613","66af8ff654b6f1958351c52d","2024-10-15 15:48:16",1,"Desktop","A",2,24,4.331,"71",FALSE,"",FALSE,530
"z2q0bsds","0bmwg613","66af8ff654b6f1958351c52d","2024-10-15 15:48:16",1,"Desktop","A",3,25,6.282,"72",FALSE,"",FALSE,622
"z2q0bsds","0bmwg613","66af8ff654b6f1958351c52d","2024-10-15 15:48:16",1,"Desktop","A",11,26,4.682,"73",FALSE,"",FALSE,546
"z2q0bsds","0bmwg613","66af8ff654b6f1958351c52d","2024-10-15 15:48:16",1,"Desktop","A",27,27,2.396,"74",FALSE,"",FALSE,560
"z2q0bsds","0bmwg613","66af8ff654b6f1958351c52d","2024-10-15 15:48:16",1,"Desktop","A",36,28,3.816,"75",FALSE,"",FALSE,153
"z2q0bsds","0bmwg613","66af8ff654b6f1958351c52d","2024-10-15 15:48:16",1,"Desktop","A",28,29,5.845,"76",FALSE,"",FALSE,622
"z2q0bsds","0bmwg613","66af8ff654b6f1958351c52d","2024-10-15 15:48:16",1,"Desktop","A",1,30,6.017,"77",FALSE,"",FALSE,528
"z2q0bsds","0bmwg613","66af8ff654b6f1958351c52d","2024-10-15 15:48:16",1,"Desktop","A",4,31,3.364,"78",FALSE,"",FALSE,512
"z2q0bsds","0bmwg613","66af8ff654b6f1958351c52d","2024-10-15 15:48:16",1,"Desktop","A",25,32,4.614,"79",FALSE,"",FALSE,533
"z2q0bsds","0bmwg613","66af8ff654b6f1958351c52d","2024-10-15 15:48:16",1,"Desktop","A",33,33,6.399,"80",FALSE,"",FALSE,504
"z2q0bsds","0bmwg613","66af8ff654b6f1958351c52d","2024-10-15 15:48:16",1,"Desktop","A",8,34,2.483,"81",FALSE,"",FALSE,526
"z2q0bsds","0bmwg613","66af8ff654b6f1958351c52d","2024-10-15 15:48:16",1,"Desktop","A",19,35,2.664,"82",FALSE,"",FALSE,515
"z2q0bsds","0bmwg613","66af8ff654b6f1958351c52d","2024-10-15 15:48:16",1,"Desktop","A",31,36,6.317,"83",FALSE,"",FALSE,523
"z2q0bsds","0bmwg613","66af8ff654b6f1958351c52d","2024-10-15 15:48:16",1,"Desktop","A",22,37,6.183,"84",FALSE,"",FALSE,540
"z2q0bsds","0bmwg613","66af8ff654b6f1958351c52d","2024-10-15 15:48:16",1,"Desktop","A",18,38,5.565,"85",FALSE,"",FALSE,545
"z2q0bsds","0bmwg613","66af8ff654b6f1958351c52d","2024-10-15 15:48:16",1,"Desktop","A",38,39,1.785,"86",FALSE,"",FALSE,646
"z2q0bsds","0bmwg613","66af8ff654b6f1958351c52d","2024-10-15 15:48:16",1,"Desktop","A",24,40,6.428,"87",FALSE,"",FALSE,507
"z2q0bsds","0ck3nhpp","66c0df877e3dd5e2c1966f18","2024-10-15 15:32:23",1,"Desktop","A",31,1,14.494,"1",FALSE,"",FALSE,531
"z2q0bsds","0ck3nhpp","66c0df877e3dd5e2c1966f18","2024-10-15 15:32:23",1,"Desktop","A",6,2,5.198,"2",FALSE,"",FALSE,512
"z2q0bsds","0ck3nhpp","66c0df877e3dd5e2c1966f18","2024-10-15 15:32:23",1,"Desktop","A",11,3,3.415,"3",FALSE,"",FALSE,555
"z2q0bsds","0ck3nhpp","66c0df877e3dd5e2c1966f18","2024-10-15 15:32:23",1,"Desktop","A",25,4,9.115,"4",FALSE,"",FALSE,541
"z2q0bsds","0ck3nhpp","66c0df877e3dd5e2c1966f18","2024-10-15 15:32:23",1,"Desktop","A",19,5,6.567,"5",FALSE,"",FALSE,523
"z2q0bsds","0ck3nhpp","66c0df877e3dd5e2c1966f18","2024-10-15 15:32:23",1,"Desktop","A",32,6,14.207,"6",FALSE,"",FALSE,512
"z2q0bsds","0ck3nhpp","66c0df877e3dd5e2c1966f18","2024-10-15 15:32:23",1,"Desktop","A",5,7,18.844,"7",FALSE,"",FALSE,513
"z2q0bsds","0ck3nhpp","66c0df877e3dd5e2c1966f18","2024-10-15 15:32:23",1,"Desktop","A",10,8,9.158,"8",FALSE,"",FALSE,526
"z2q0bsds","0ck3nhpp","66c0df877e3dd5e2c1966f18","2024-10-15 15:32:23",1,"Desktop","A",33,9,9.313,"9",FALSE,"",FALSE,512
"z2q0bsds","0ck3nhpp","66c0df877e3dd5e2c1966f18","2024-10-15 15:32:23",1,"Desktop","A",39,10,2.382,"10",FALSE,"",FALSE,437
"z2q0bsds","0ck3nhpp","66c0df877e3dd5e2c1966f18","2024-10-15 15:32:23",1,"Desktop","A",35,11,5.887,"11",FALSE,"",FALSE,496
"z2q0bsds","0ck3nhpp","66c0df877e3dd5e2c1966f18","2024-10-15 15:32:23",1,"Desktop","A",15,12,9.924,"12",FALSE,"",FALSE,633
"z2q0bsds","0ck3nhpp","66c0df877e3dd5e2c1966f18","2024-10-15 15:32:23",1,"Desktop","A",1,13,3.148,"13",FALSE,"",FALSE,537
"z2q0bsds","0ck3nhpp","66c0df877e3dd5e2c1966f18","2024-10-15 15:32:23",1,"Desktop","A",27,14,3.77,"14",FALSE,"",FALSE,570
"z2q0bsds","0ck3nhpp","66c0df877e3dd5e2c1966f18","2024-10-15 15:32:23",1,"Desktop","A",8,15,5.579,"15",FALSE,"",FALSE,535
"z2q0bsds","0ck3nhpp","66c0df877e3dd5e2c1966f18","2024-10-15 15:32:23",1,"Desktop","A",34,16,9.816,"16",FALSE,"",FALSE,542
"z2q0bsds","0ck3nhpp","66c0df877e3dd5e2c1966f18","2024-10-15 15:32:23",1,"Desktop","A",36,17,2.118,"17",FALSE,"",FALSE,633
"z2q0bsds","0ck3nhpp","66c0df877e3dd5e2c1966f18","2024-10-15 15:32:23",1,"Desktop","A",16,18,12.179,"18",FALSE,"",FALSE,553
"z2q0bsds","0ck3nhpp","66c0df877e3dd5e2c1966f18","2024-10-15 15:32:23",1,"Desktop","A",26,19,5.799,"19",FALSE,"",FALSE,419
"z2q0bsds","0ck3nhpp","66c0df877e3dd5e2c1966f18","2024-10-15 15:32:23",1,"Desktop","A",13,20,4.331,"20",FALSE,"",FALSE,559
"z2q0bsds","0ck3nhpp","66c0df877e3dd5e2c1966f18","2024-10-15 15:32:23",1,"Desktop","A",22,21,10.6,"21",FALSE,"",FALSE,549
"z2q0bsds","0ck3nhpp","66c0df877e3dd5e2c1966f18","2024-10-15 15:32:23",1,"Desktop","A",30,22,8.115,"22",FALSE,"",FALSE,531
"z2q0bsds","0ck3nhpp","66c0df877e3dd5e2c1966f18","2024-10-15 15:32:23",1,"Desktop","A",7,23,7.229,"23",FALSE,"",FALSE,620
"z2q0bsds","0ck3nhpp","66c0df877e3dd5e2c1966f18","2024-10-15 15:32:23",1,"Desktop","A",29,24,6.98,"24",FALSE,"",FALSE,549
"z2q0bsds","0ck3nhpp","66c0df877e3dd5e2c1966f18","2024-10-15 15:32:23",1,"Desktop","A",12,25,3.682,"25",FALSE,"",FALSE,532
"z2q0bsds","0ck3nhpp","66c0df877e3dd5e2c1966f18","2024-10-15 15:32:23",1,"Desktop","A",14,26,4.851,"26",FALSE,"",FALSE,514
"z2q0bsds","0ck3nhpp","66c0df877e3dd5e2c1966f18","2024-10-15 15:32:23",1,"Desktop","A",4,27,4.847,"27",FALSE,"",FALSE,520
"z2q0bsds","0ck3nhpp","66c0df877e3dd5e2c1966f18","2024-10-15 15:32:23",1,"Desktop","A",24,28,7.98,"28",FALSE,"",FALSE,515
"z2q0bsds","0ck3nhpp","66c0df877e3dd5e2c1966f18","2024-10-15 15:32:23",1,"Desktop","A",17,29,5.934,"29",FALSE,"",FALSE,533
"z2q0bsds","0ck3nhpp","66c0df877e3dd5e2c1966f18","2024-10-15 15:32:23",1,"Desktop","A",18,30,9.178,"30",FALSE,"",FALSE,554
"z2q0bsds","0ck3nhpp","66c0df877e3dd5e2c1966f18","2024-10-15 15:32:23",1,"Desktop","A",23,31,5.517,"31",FALSE,"",FALSE,512
"z2q0bsds","0ck3nhpp","66c0df877e3dd5e2c1966f18","2024-10-15 15:32:23",1,"Desktop","A",37,32,1.388,"32",FALSE,"",FALSE,657
"z2q0bsds","0ck3nhpp","66c0df877e3dd5e2c1966f18","2024-10-15 15:32:23",1,"Desktop","A",2,33,3.998,"33",FALSE,"",FALSE,539
"z2q0bsds","0ck3nhpp","66c0df877e3dd5e2c1966f18","2024-10-15 15:32:23",1,"Desktop","A",40,34,1.616,"34",FALSE,"",FALSE,657
"z2q0bsds","0ck3nhpp","66c0df877e3dd5e2c1966f18","2024-10-15 15:32:23",1,"Desktop","A",9,35,4.278,"35",FALSE,"",FALSE,528
"z2q0bsds","0ck3nhpp","66c0df877e3dd5e2c1966f18","2024-10-15 15:32:23",1,"Desktop","A",20,36,5.896,"36",FALSE,"",FALSE,549
"z2q0bsds","0ck3nhpp","66c0df877e3dd5e2c1966f18","2024-10-15 15:32:23",1,"Desktop","A",38,37,0.548,"37",FALSE,"",FALSE,657
"z2q0bsds","0ck3nhpp","66c0df877e3dd5e2c1966f18","2024-10-15 15:32:23",1,"Desktop","A",3,38,5.221,"38,39",FALSE,"",FALSE,633
"z2q0bsds","0ck3nhpp","66c0df877e3dd5e2c1966f18","2024-10-15 15:32:23",1,"Desktop","A",21,39,6.201,"40",FALSE,"",FALSE,633
"z2q0bsds","0ck3nhpp","66c0df877e3dd5e2c1966f18","2024-10-15 15:32:23",1,"Desktop","A",28,40,4.616,"41",FALSE,"",FALSE,633
"z2q0bsds","0ibce5zl","663e29a7cd0b2aba8dd1e6d9","2024-10-15 16:18:40",1,"Desktop","A",11,1,4.67,"1",FALSE,"",FALSE,546
"z2q0bsds","0ibce5zl","663e29a7cd0b2aba8dd1e6d9","2024-10-15 16:18:40",1,"Desktop","A",1,2,1.413,"2",FALSE,"",FALSE,529
"z2q0bsds","0ibce5zl","663e29a7cd0b2aba8dd1e6d9","2024-10-15 16:18:40",1,"Desktop","A",15,3,3.566,"3",FALSE,"",FALSE,623
"z2q0bsds","0ibce5zl","663e29a7cd0b2aba8dd1e6d9","2024-10-15 16:18:40",1,"Desktop","A",37,4,0.72,"4",FALSE,"",FALSE,647
"z2q0bsds","0ibce5zl","663e29a7cd0b2aba8dd1e6d9","2024-10-15 16:18:40",1,"Desktop","A",34,5,1.029,"5",FALSE,"",FALSE,534
"z2q0bsds","0ibce5zl","663e29a7cd0b2aba8dd1e6d9","2024-10-15 16:18:40",1,"Desktop","A",19,6,0.45,"6",FALSE,"",FALSE,515
"z2q0bsds","0ibce5zl","663e29a7cd0b2aba8dd1e6d9","2024-10-15 16:18:40",1,"Desktop","A",33,7,0.499,"7",FALSE,"",FALSE,504
"z2q0bsds","0ibce5zl","663e29a7cd0b2aba8dd1e6d9","2024-10-15 16:18:40",1,"Desktop","A",6,8,1.448,"8",FALSE,"",FALSE,504
