"session_code","participant_code","participant_label","participant_time_started_utc","touch_capability","device_type","condition","doc_id","displayed_sequence","seconds_in_viewport","scroll_sequence","liked","reply","hasReply","height"
"w9d9q6uk","0vp5mqby","65959405ee4e37b77f945584","2024-10-11 22:56:20",1,"Mobile","A",5,33,16.641,"41,55,108",TRUE,"",FALSE,377
"w9d9q6uk","0vp5mqby","65959405ee4e37b77f945584","2024-10-11 22:56:20",1,"Mobile","A",18,34,15.979,"42,54,109",FALSE,"",FALSE,411
"w9d9q6uk","0vp5mqby","65959405ee4e37b77f945584","2024-10-11 22:56:20",1,"Mobile","A",33,35,5.897,"43,53,110",FALSE,"",FALSE,377
"w9d9q6uk","0vp5mqby","65959405ee4e37b77f945584","2024-10-11 22:56:20",1,"Mobile","A",36,36,13.695,"44,52,111,117",TRUE,"",FALSE,447
"w9d9q6uk","0vp5mqby","65959405ee4e37b77f945584","2024-10-11 22:56:20",1,"Mobile","A",32,37,13.584,"45,51,112,118",TRUE,"",FALSE,377
"w9d9q6uk","0vp5mqby","65959405ee4e37b77f945584","2024-10-11 22:56:20",1,"Mobile","A",8,38,11.198,"46,50,113,116,119,121",TRUE,"",FALSE,376
"w9d9q6uk","0vp5mqby","65959405ee4e37b77f945584","2024-10-11 22:56:20",1,"Mobile","A",4,39,17.345,"47,49,115,120,122",FALSE,"",FALSE,381
"w9d9q6uk","0vp5mqby","65959405ee4e37b77f945584","2024-10-11 22:56:20",1,"Mobile","A",3,40,12.251,"48,114,123",TRUE,"",FALSE,447
"w9d9q6uk","0xsyx0c7","6644ccaf5b872d17ba667944","2024-10-11 22:24:44",0,"Desktop","A",25,1,18.642,"1",FALSE,"",FALSE,534
"w9d9q6uk","0xsyx0c7","6644ccaf5b872d17ba667944","2024-10-11 22:24:44",0,"Desktop","A",17,2,22.559,"2",FALSE,"",FALSE,551
"w9d9q6uk","0xsyx0c7","6644ccaf5b872d17ba667944","2024-10-11 22:24:44",0,"Desktop","A",28,3,14.6,"3",FALSE,"",FALSE,624
"w9d9q6uk","0xsyx0c7","6644ccaf5b872d17ba667944","2024-10-11 22:24:44",0,"Desktop","A",12,4,28.925,"4",FALSE,"",FALSE,526
"w9d9q6uk","0xsyx0c7","6644ccaf5b872d17ba667944","2024-10-11 22:24:44",0,"Desktop","A",22,5,21.191,"5",FALSE,"",FALSE,542
"w9d9q6uk","0xsyx0c7","6644ccaf5b872d17ba667944","2024-10-11 22:24:44",0,"Desktop","A",7,6,4.742,"6",FALSE,"",FALSE,611
"w9d9q6uk","0xsyx0c7","6644ccaf5b872d17ba667944","2024-10-11 22:24:44",0,"Desktop","A",29,7,6.116,"7",FALSE,"",FALSE,542
"w9d9q6uk","0xsyx0c7","6644ccaf5b872d17ba667944","2024-10-11 22:24:44",0,"Desktop","A",10,8,23.283,"8",FALSE,"",FALSE,519
"w9d9q6uk","0xsyx0c7","6644ccaf5b872d17ba667944","2024-10-11 22:24:44",0,"Desktop","A",9,9,30.176,"9",FALSE,"",FALSE,521
"w9d9q6uk","0xsyx0c7","6644ccaf5b872d17ba667944","2024-10-11 22:24:44",0,"Desktop","A",23,10,15.709,"10",FALSE,"",FALSE,505
"w9d9q6uk","0xsyx0c7","6644ccaf5b872d17ba667944","2024-10-11 22:24:44",0,"Desktop","A",4,11,1.918,"11",FALSE,"",FALSE,513
"w9d9q6uk","0xsyx0c7","6644ccaf5b872d17ba667944","2024-10-11 22:24:44",0,"Desktop","A",27,12,4.399,"12",FALSE,"",FALSE,562
"w9d9q6uk","0xsyx0c7","6644ccaf5b872d17ba667944","2024-10-11 22:24:44",0,"Desktop","A",33,13,2.925,"13",FALSE,"",FALSE,505
"w9d9q6uk","0xsyx0c7","6644ccaf5b872d17ba667944","2024-10-11 22:24:44",0,"Desktop","A",18,14,1.367,"14",FALSE,"",FALSE,547
"w9d9q6uk","0xsyx0c7","6644ccaf5b872d17ba667944","2024-10-11 22:24:44",0,"Desktop","A",32,15,6.632,"15,18",FALSE,"",FALSE,506
"w9d9q6uk","0xsyx0c7","6644ccaf5b872d17ba667944","2024-10-11 22:24:44",0,"Desktop","A",36,16,6.818,"17,19",FALSE,"",FALSE,624
"w9d9q6uk","0xsyx0c7","6644ccaf5b872d17ba667944","2024-10-11 22:24:44",0,"Desktop","A",39,17,13.575,"16,20,27",TRUE,"",FALSE,432
"w9d9q6uk","0xsyx0c7","6644ccaf5b872d17ba667944","2024-10-11 22:24:44",0,"Desktop","A",24,18,4.709,"21,26,28",FALSE,"",FALSE,509
"w9d9q6uk","0xsyx0c7","6644ccaf5b872d17ba667944","2024-10-11 22:24:44",0,"Desktop","A",1,19,6.844,"22,25,29",FALSE,"",FALSE,530
"w9d9q6uk","0xsyx0c7","6644ccaf5b872d17ba667944","2024-10-11 22:24:44",0,"Desktop","A",15,20,19.017,"24,30",FALSE,"",FALSE,624
"w9d9q6uk","0xsyx0c7","6644ccaf5b872d17ba667944","2024-10-11 22:24:44",0,"Desktop","A",2,21,16.716,"23,31",FALSE,"",FALSE,532
"w9d9q6uk","0xsyx0c7","6644ccaf5b872d17ba667944","2024-10-11 22:24:44",0,"Desktop","A",35,22,5.643,"32",TRUE,"",FALSE,490
"w9d9q6uk","0xsyx0c7","6644ccaf5b872d17ba667944","2024-10-11 22:24:44",0,"Desktop","A",14,23,5.491,"33",FALSE,"",FALSE,507
"w9d9q6uk","0xsyx0c7","6644ccaf5b872d17ba667944","2024-10-11 22:24:44",0,"Desktop","A",37,24,1.066,"34",FALSE,"",FALSE,648
"w9d9q6uk","0xsyx0c7","6644ccaf5b872d17ba667944","2024-10-11 22:24:44",0,"Desktop","A",31,25,8.69,"35",FALSE,"",FALSE,525
"w9d9q6uk","0xsyx0c7","6644ccaf5b872d17ba667944","2024-10-11 22:24:44",0,"Desktop","A",26,26,0.098,"36",FALSE,"",FALSE,414
"w9d9q6uk","0xsyx0c7","6644ccaf5b872d17ba667944","2024-10-11 22:24:44",0,"Desktop","A",8,27,0.092,"37",FALSE,"",FALSE,528
"w9d9q6uk","0xsyx0c7","6644ccaf5b872d17ba667944","2024-10-11 22:24:44",0,"Desktop","A",19,28,0.117,"38",FALSE,"",FALSE,516
"w9d9q6uk","0xsyx0c7","6644ccaf5b872d17ba667944","2024-10-11 22:24:44",0,"Desktop","A",38,29,0.144,"39",FALSE,"",FALSE,648
"w9d9q6uk","0xsyx0c7","6644ccaf5b872d17ba667944","2024-10-11 22:24:44",0,"Desktop","A",6,30,0.159,"40",FALSE,"",FALSE,505
"w9d9q6uk","0xsyx0c7","6644ccaf5b872d17ba667944","2024-10-11 22:24:44",0,"Desktop","A",5,31,0.083,"41",FALSE,"",FALSE,506
"w9d9q6uk","0xsyx0c7","6644ccaf5b872d17ba667944","2024-10-11 22:24:44",0,"Desktop","A",3,32,0.09,"42",FALSE,"",FALSE,624
"w9d9q6uk","0xsyx0c7","6644ccaf5b872d17ba667944","2024-10-11 22:24:44",0,"Desktop","A",13,33,0.109,"43",FALSE,"",FALSE,552
"w9d9q6uk","0xsyx0c7","6644ccaf5b872d17ba667944","2024-10-11 22:24:44",0,"Desktop","A",30,34,0.125,"44",FALSE,"",FALSE,548
"w9d9q6uk","0xsyx0c7","6644ccaf5b872d17ba667944","2024-10-11 22:24:44",0,"Desktop","A",34,35,0.16,"45",FALSE,"",FALSE,535
"w9d9q6uk","0xsyx0c7","6644ccaf5b872d17ba667944","2024-10-11 22:24:44",0,"Desktop","A",21,36,0.067,"46",FALSE,"",FALSE,624
"w9d9q6uk","0xsyx0c7","6644ccaf5b872d17ba667944","2024-10-11 22:24:44",0,"Desktop","A",16,37,0.091,"47",FALSE,"",FALSE,546
"w9d9q6uk","0xsyx0c7","6644ccaf5b872d17ba667944","2024-10-11 22:24:44",0,"Desktop","A",11,38,0.076,"48",FALSE,"",FALSE,547
"w9d9q6uk","0xsyx0c7","6644ccaf5b872d17ba667944","2024-10-11 22:24:44",0,"Desktop","A",20,39,0.082,"49",FALSE,"",FALSE,542
"w9d9q6uk","0xsyx0c7","6644ccaf5b872d17ba667944","2024-10-11 22:24:44",0,"Desktop","A",40,40,3.126,"50",FALSE,"",FALSE,648
"w9d9q6uk","0xzu1rlp","62f254d1302f54a03e9e7671","2024-10-11 21:51:24",0,"Desktop","A",29,1,1.58,"1",NA,NA,NA,554
"w9d9q6uk","0xzu1rlp","62f254d1302f54a03e9e7671","2024-10-11 21:51:24",0,"Desktop","A",11,2,0.433,"2",NA,NA,NA,560
"w9d9q6uk","0xzu1rlp","62f254d1302f54a03e9e7671","2024-10-11 21:51:24",0,"Desktop","A",8,3,0.517,"3",NA,NA,NA,539
"w9d9q6uk","0xzu1rlp","62f254d1302f54a03e9e7671","2024-10-11 21:51:24",0,"Desktop","A",39,4,0.2,"4",NA,NA,NA,440
"w9d9q6uk","0xzu1rlp","62f254d1302f54a03e9e7671","2024-10-11 21:51:24",0,"Desktop","A",3,5,0.333,"5",NA,NA,NA,639
"w9d9q6uk","0xzu1rlp","62f254d1302f54a03e9e7671","2024-10-11 21:51:24",0,"Desktop","A",35,6,0.467,"6",NA,NA,NA,501
"w9d9q6uk","0xzu1rlp","62f254d1302f54a03e9e7671","2024-10-11 21:51:24",0,"Desktop","A",19,7,0.184,"7",NA,NA,NA,528
